IDA Count,INVA Count,AND2 Count,OR2 Count,XOR2 Count,NAND2 Count,NOR2 Count,XNOR2 Count
15,10,163,57,89,7,3,6
5,0,154,48,92,0,0,0
4,3,149,49,85,2,0,1
10,12,173,61,94,4,1,2
3,7,155,53,85,2,1,0
15,12,159,55,97,9,7,4
15,6,158,56,99,6,9,2
2,1,147,49,87,0,1,1
25,18,169,68,100,8,11,11
2,4,156,52,93,0,0,3
1,0,156,46,102,0,0,0
3,5,152,51,89,3,0,2
6,3,148,49,86,0,2,0
1,0,146,48,90,1,0,0
12,5,158,56,98,7,9,9
29,12,167,64,101,18,14,11
6,1,151,50,84,2,1,0
5,2,152,50,89,0,0,1
2,0,163,48,100,0,0,0
4,0,150,51,87,1,1,0
4,1,157,49,93,0,0,0
0,2,148,46,94,1,0,0
15,9,166,60,96,5,3,4
14,8,166,57,94,4,8,8
1,6,154,52,89,0,0,0
20,13,178,64,101,6,10,15
1,1,156,45,97,0,2,0
0,1,160,51,96,0,1,1
4,0,151,51,84,1,3,0
19,13,178,66,95,7,12,12
5,3,150,53,85,0,1,0
16,7,162,56,97,4,5,3
0,1,161,49,97,0,1,2
2,0,152,48,94,0,2,1
6,0,151,48,88,1,0,1
2,0,159,48,95,1,0,0
20,8,169,52,101,6,3,5
12,10,166,61,93,5,5,4
7,0,152,49,85,1,1,0
2,1,150,49,90,1,1,2
15,10,165,54,92,2,7,7
3,0,158,50,93,1,4,0
3,4,155,52,91,0,2,2
8,6,151,52,89,1,1,1
8,6,161,60,95,7,3,3
2,0,159,48,96,0,0,0
2,2,150,44,97,1,1,0
1,1,156,46,100,0,0,1
15,9,169,58,92,4,3,6
2,0,145,50,83,0,4,0
23,15,184,67,96,8,6,8
2,1,156,48,94,1,0,0
7,0,154,48,90,0,0,1
19,13,181,65,108,12,9,8
0,0,160,48,99,0,0,0
27,15,169,59,109,10,14,9
3,4,158,54,91,0,1,2
2,3,156,49,94,0,1,0
7,0,151,47,91,0,0,0
0,0,145,49,90,1,1,1
1,3,162,56,95,0,1,4
2,1,146,49,86,0,2,3
5,1,150,46,89,2,0,1
6,0,154,52,87,0,1,0
17,5,162,60,94,4,5,8
5,2,149,47,91,2,1,0
1,0,154,49,95,0,0,0
1,0,152,47,93,0,0,0
2,5,157,53,90,0,1,1
7,1,149,49,92,1,2,1
28,9,172,60,105,16,15,16
13,7,167,53,103,5,8,6
20,11,161,55,93,4,3,2
3,3,147,48,88,2,1,0
31,6,175,61,106,20,8,14
29,5,175,64,103,11,17,4
1,3,153,49,92,2,0,0
5,0,142,49,81,1,3,1
1,1,157,50,92,0,0,0
6,4,158,51,95,1,0,0
1,1,155,49,92,1,2,2
7,0,144,50,89,2,1,5
1,3,151,49,97,0,3,1
17,18,168,60,116,16,15,11
4,1,149,50,86,2,0,3
3,0,158,49,96,0,0,0
3,1,151,50,88,0,0,1
9,9,166,57,98,3,9,6
0,5,165,53,95,2,0,1
2,0,158,49,94,0,1,0
0,0,159,50,96,0,0,1
18,5,181,68,97,12,9,6
5,9,177,59,100,3,4,2
2,4,166,54,95,1,1,0
0,0,161,50,97,0,0,1
26,5,184,63,107,6,6,11
8,8,179,61,104,4,3,2
2,4,167,54,97,0,0,0
18,3,194,68,107,10,8,7
3,6,164,54,94,1,0,0
0,1,156,48,94,1,0,0
2,0,159,49,95,0,0,0
22,8,185,64,105,9,9,11
8,11,181,59,100,1,1,2
2,0,158,50,95,0,0,0
4,1,149,48,91,2,0,3
23,7,180,66,106,6,9,17
13,8,169,55,104,3,6,6
18,6,169,60,99,2,3,4
4,4,159,55,90,1,1,2
3,1,152,52,88,0,1,1
28,10,165,71,97,15,13,13
9,10,166,56,90,6,4,8
3,0,155,48,92,3,0,0
1,1,147,52,86,1,1,1
16,12,166,54,100,4,6,3
4,2,150,48,87,1,1,0
25,19,170,56,106,10,19,16
2,3,147,49,87,0,2,3
20,11,169,69,114,13,11,11
1,1,152,47,95,0,1,1
9,11,163,59,95,6,7,5
17,8,164,59,98,8,2,5
2,1,154,49,90,0,0,3
4,6,153,58,83,4,1,2
16,7,181,63,103,11,12,12
7,6,174,64,95,4,2,5
4,1,156,49,100,1,1,0
4,1,156,48,91,0,0,0
3,5,154,52,91,1,1,0
4,7,183,59,110,2,2,1
3,4,161,54,93,0,0,1
11,7,173,63,93,1,0,2
5,2,144,46,91,2,0,3
2,1,148,49,92,1,0,0
2,0,150,47,91,2,1,0
3,6,156,53,88,0,1,2
3,1,150,50,90,1,0,2
27,15,176,68,89,3,9,10
9,6,173,64,88,2,6,5
7,4,154,52,91,0,1,3
20,14,182,64,101,11,8,8
3,5,153,51,84,0,2,0
4,3,154,49,88,3,0,2
27,8,164,65,97,19,15,14
1,6,160,53,98,0,1,0
1,0,155,48,97,2,0,0
4,1,156,51,91,0,2,0
0,2,151,49,90,2,0,1
2,2,147,48,89,0,1,1
20,4,174,69,96,15,10,17
0,1,148,51,88,1,1,0
14,7,158,58,97,6,6,4
1,0,155,48,96,0,0,0
1,3,149,46,94,1,0,1
0,0,158,48,99,0,0,0
15,18,177,67,109,10,12,15
5,3,152,48,88,0,0,0
3,5,166,55,93,0,0,0
3,0,158,49,93,0,0,0
2,4,168,55,97,0,0,0
5,5,165,55,94,4,0,0
0,0,157,49,92,2,1,0
3,0,160,49,93,0,0,1
25,6,184,69,104,8,10,9
3,8,184,64,103,2,4,0
0,0,162,49,97,0,0,0
5,3,153,47,101,3,1,1
2,4,162,51,96,0,2,3
0,1,152,48,96,0,0,0
3,4,157,54,95,1,0,1
1,5,158,54,91,1,0,1
6,1,144,50,82,3,1,2
3,2,143,50,83,3,3,1
11,6,173,62,91,6,2,1
0,4,154,51,92,1,1,2
16,6,160,53,97,4,8,6
2,2,145,48,86,1,2,1
6,1,149,48,88,0,2,1
5,0,151,48,88,0,2,2
12,5,168,55,102,7,4,4
1,4,156,55,91,4,0,1
1,2,147,47,89,0,2,1
3,1,148,48,90,0,4,1
22,9,174,75,95,8,10,10
10,12,171,62,95,1,3,2
5,1,154,50,90,0,0,0
3,3,159,48,97,0,4,2
0,0,149,48,92,1,0,1
1,0,146,47,92,0,0,0
2,4,157,56,86,4,2,1
2,1,152,50,91,0,1,0
2,1,149,48,89,0,1,2
25,9,176,64,104,12,11,11
7,8,183,62,109,2,3,2
3,0,161,48,100,0,0,0
3,4,160,56,90,1,1,1
0,0,156,49,92,0,1,0
3,0,149,52,87,1,1,2
21,14,182,67,100,12,15,7
2,0,152,45,96,0,0,0
19,8,194,66,115,7,7,9
4,6,155,60,83,1,2,1
3,0,147,47,93,2,0,1
3,1,147,50,86,3,1,1
13,9,175,70,96,11,9,8
14,6,161,62,94,2,6,2
6,3,147,49,84,1,1,1
3,5,155,51,97,2,0,0
21,16,173,62,114,11,22,7
1,0,154,49,92,1,0,2
22,21,172,65,101,9,11,20
21,6,160,53,95,8,7,10
4,3,156,51,96,0,1,1
23,12,173,64,109,16,14,12
9,0,141,48,85,1,1,0
4,1,153,51,87,1,1,0
8,2,141,49,87,2,1,0
3,2,147,47,89,0,2,0
13,8,172,58,98,5,3,4
0,0,159,49,97,0,0,1
4,1,150,49,88,0,2,2
1,6,155,53,91,1,0,1
15,8,171,56,100,7,2,4
1,1,153,49,92,0,0,0
9,0,146,49,86,0,0,0
16,10,168,57,102,5,9,4
4,0,150,47,92,1,0,0
21,12,174,71,95,9,7,8
12,12,169,59,96,6,4,6
1,5,155,50,93,0,0,0
4,6,148,53,88,0,1,4
4,5,152,53,88,1,0,0
4,0,151,49,87,2,0,0
3,3,145,48,88,1,0,3
1,1,152,50,87,2,1,1
4,2,155,50,97,2,0,1
27,11,173,59,114,9,8,12
15,11,165,60,91,6,1,1
19,6,159,54,95,6,7,6
6,1,150,50,85,0,0,0
17,6,164,56,92,4,7,5
0,0,152,46,92,1,1,3
26,7,184,64,106,5,11,10
3,4,157,50,94,0,0,0
4,5,160,50,96,0,0,0
2,4,165,56,93,0,0,1
1,0,156,49,92,0,1,1
1,0,156,48,93,2,0,1
20,13,183,71,105,8,6,11
6,8,184,62,100,1,2,2
1,0,162,49,96,0,0,1
2,4,167,54,95,0,0,0
3,0,156,50,92,1,1,1
2,0,156,51,92,0,0,0
18,4,184,67,112,12,9,12
2,0,163,50,97,0,0,1
1,0,156,51,92,1,0,0
3,1,158,48,93,0,0,0
19,10,190,70,104,6,2,8
4,0,160,48,97,0,0,0
4,0,157,48,93,0,1,0
0,1,157,49,93,0,0,1
19,6,187,73,103,10,6,10
0,0,160,50,97,1,0,0
2,5,164,55,93,1,0,1
2,0,158,51,90,0,0,0
3,3,157,50,90,0,1,0
21,7,185,72,106,9,7,11
6,10,181,60,102,2,3,1
0,1,162,49,97,0,0,0
16,8,162,62,92,6,4,5
3,3,153,47,87,2,0,1
15,7,180,69,103,15,6,7
4,2,153,50,90,0,1,2
22,8,167,66,103,15,16,13
5,2,156,49,91,0,1,2
27,14,177,65,103,8,15,6
0,2,160,49,98,0,0,1
3,0,152,45,94,0,0,0
3,7,162,53,96,2,0,0
16,9,166,58,95,5,7,2
19,11,175,59,103,7,16,11
3,6,157,54,87,4,2,0
7,1,149,50,87,0,1,0
0,4,164,56,94,0,0,1
7,7,182,62,104,2,0,2
5,3,151,48,88,1,1,1
25,9,181,75,98,10,6,7
4,2,143,46,89,1,0,0
1,0,161,48,95,2,0,1
25,22,172,63,115,9,15,12
3,1,154,48,92,0,1,0
15,8,163,55,91,4,5,10
5,0,148,48,90,2,1,1
2,2,148,50,87,0,0,1
1,3,162,51,100,0,0,0
15,8,167,57,94,4,5,5
5,8,168,57,98,8,5,7
19,5,166,55,91,4,3,4
2,0,158,46,97,1,0,2
1,1,160,48,98,2,0,1
29,21,171,63,97,8,12,17
2,2,149,49,92,0,2,0
4,2,153,47,91,0,1,1
3,0,150,49,91,1,0,0
2,0,154,45,97,2,1,0
2,0,148,49,86,1,0,1
7,0,154,49,91,0,0,1
16,13,164,56,93,4,3,8
4,3,153,47,93,0,1,0
4,2,149,48,87,0,0,4
3,1,152,46,92,0,2,1
3,1,151,48,89,0,1,1
30,6,186,64,107,12,8,11
31,8,170,71,96,15,8,7
14,6,160,59,98,9,6,7
2,3,151,49,91,1,3,2
21,11,172,68,115,9,12,7
2,0,150,51,86,1,3,2
4,1,147,54,86,1,1,1
0,0,160,49,97,0,1,0
0,0,157,47,102,0,0,0
3,5,154,56,86,3,0,0
6,9,167,59,90,3,3,5
1,1,156,49,94,0,0,2
12,11,181,68,103,6,9,9
1,4,156,51,90,5,0,1
3,0,157,47,94,0,0,1
5,4,158,53,93,0,1,0
7,2,150,49,93,1,1,2
2,4,161,55,88,0,0,0
4,5,155,56,83,1,0,1
22,13,172,68,97,10,12,10
9,6,161,59,94,5,6,6
2,0,151,49,89,1,1,0
0,0,164,48,101,1,1,0
0,4,172,53,102,0,0,0
1,0,164,48,101,0,0,0
1,0,163,49,101,0,0,0
16,6,199,71,113,5,12,6
6,9,191,61,113,2,1,0
1,4,172,54,102,0,0,0
1,0,163,48,101,0,0,0
19,4,192,65,114,5,8,10
5,7,192,59,115,0,0,1
2,4,171,53,102,0,0,1
13,5,194,71,117,9,8,7
3,7,193,63,115,0,2,1
1,4,171,54,102,0,0,0
15,6,204,68,115,10,9,9
2,11,192,62,114,3,3,1
1,4,172,53,102,0,0,0
2,0,164,48,101,0,0,0
1,0,163,48,101,0,0,0
16,9,192,70,110,8,5,12
7,7,186,62,109,5,2,1
0,0,172,48,109,0,0,0
2,0,153,47,93,2,0,1
21,12,179,67,104,11,11,6
1,0,153,48,93,0,1,0
1,5,162,53,93,1,1,0
5,0,148,49,83,0,1,2
28,6,168,65,103,10,11,9
3,0,146,48,87,3,1,3
3,7,150,54,85,3,0,2
5,1,150,47,93,3,0,1
21,17,171,71,95,9,8,11
4,0,156,49,92,0,1,0
25,16,177,63,100,18,15,8
6,1,146,49,88,1,1,5
2,1,161,45,98,1,0,0
13,8,163,58,91,8,5,4
2,4,164,51,101,1,0,0
14,9,169,56,102,6,5,1
1,5,164,54,95,0,0,2
3,0,156,50,92,0,2,1
1,0,158,48,95,0,0,1
9,8,181,59,101,2,2,0
2,0,162,47,98,0,0,2
4,1,145,45,91,2,0,0
1,0,154,47,97,0,0,0
28,14,169,64,94,9,14,8
4,3,149,45,93,2,1,2
6,6,155,58,90,1,1,2
8,0,146,48,85,2,1,2
0,2,154,46,99,1,0,0
22,9,176,64,101,14,8,9
11,9,165,60,92,7,3,2
3,1,146,46,90,0,3,0
22,9,175,70,98,6,14,8
3,1,148,46,90,0,1,0
0,1,153,44,101,0,0,0
15,9,169,58,102,3,5,6
5,5,158,55,91,2,0,1
14,7,176,63,92,0,1,2
4,1,150,49,85,1,0,0
7,2,153,46,90,0,1,0
25,7,173,64,102,20,5,8
5,1,152,47,93,1,0,0
4,7,155,56,85,1,1,2
3,2,152,50,86,3,0,2
22,11,172,72,93,8,13,10
2,1,156,49,92,0,2,1
22,6,176,64,98,16,8,18
23,13,181,65,108,11,8,8
4,1,151,50,88,0,2,0
3,0,154,50,90,0,1,1
31,9,172,73,96,9,10,10
7,7,173,60,96,1,4,1
1,0,151,47,88,2,1,0
1,1,151,46,94,0,1,1
0,0,159,48,97,0,0,0
1,5,157,52,91,1,2,0
0,0,157,49,97,0,0,1
15,15,166,58,94,4,3,6
4,0,148,45,96,0,0,0
21,11,171,64,99,12,8,14
1,4,162,56,95,3,0,0
6,0,143,48,87,1,2,1
8,7,175,61,97,3,4,3
2,0,155,48,95,2,0,0
3,0,150,51,88,0,0,0
0,5,161,54,94,1,1,1
6,0,144,50,84,1,4,0
1,0,158,47,99,1,0,2
6,3,144,49,84,1,2,2
32,6,165,59,103,12,14,13
5,2,147,50,87,0,0,2
27,8,170,65,102,10,16,15
0,1,159,49,98,0,0,0
2,5,164,52,95,0,1,0
26,9,172,62,97,13,6,11
2,5,163,53,95,0,1,1
16,9,184,72,102,9,6,9
8,7,181,64,99,3,1,2
1,0,161,48,98,0,0,0
19,5,192,71,107,5,7,6
4,8,182,62,101,0,1,2
0,0,170,49,106,0,0,0
18,11,185,74,111,2,6,13
22,7,188,67,103,8,6,6
0,4,165,56,92,1,0,0
3,0,156,50,93,2,0,1
3,1,155,49,93,0,1,0
25,6,181,67,105,12,7,12
9,9,178,62,97,2,3,3
2,0,157,50,93,1,0,0
1,3,156,47,96,1,0,0
1,3,152,49,90,0,3,1
12,9,166,57,98,7,4,7
2,0,149,51,86,1,3,1
3,1,148,50,87,0,0,1
1,0,155,44,101,0,0,1
5,6,152,55,86,1,1,1
3,1,143,50,89,3,1,0
3,2,156,49,93,0,0,1
20,9,181,68,96,7,9,14
5,2,148,47,93,0,2,0
24,11,171,67,95,9,11,14
2,6,150,52,90,1,2,3
4,4,149,49,90,3,0,0
9,1,145,53,84,0,2,1
5,2,147,47,86,2,4,3
11,9,167,60,98,3,7,6
6,5,150,53,88,3,2,2
3,4,154,55,92,2,0,1
0,0,148,45,97,0,1,0
2,0,151,52,88,0,0,0
3,1,149,47,88,0,1,1
6,1,152,49,91,1,0,2
1,0,149,49,88,1,1,0
5,2,149,49,89,0,2,0
1,1,159,48,97,1,0,1
16,6,171,62,103,4,3,6
3,0,156,49,93,0,0,0
25,11,185,64,105,7,9,10
1,0,156,46,96,0,0,0
28,13,179,58,102,13,10,7
1,1,158,46,96,0,2,0
18,11,182,63,111,5,14,13
4,3,147,51,89,1,2,1
21,8,175,62,101,12,15,8
1,1,150,47,96,0,0,0
2,0,155,51,91,1,0,1
2,1,155,50,92,1,0,1
18,10,181,70,101,12,10,7
2,0,157,50,91,0,0,1
18,13,180,67,106,9,11,7
14,8,186,79,97,6,10,5
2,5,163,55,92,0,0,0
0,0,155,50,89,2,1,2
2,1,156,50,93,0,0,0
17,10,178,68,105,14,9,11
9,7,177,60,97,3,3,4
1,0,157,53,91,0,0,0
19,14,180,61,111,9,14,11
26,8,169,54,103,11,16,14
22,3,184,65,101,10,15,8
1,0,156,48,96,1,0,0
3,7,172,60,97,4,5,2
14,10,162,60,94,5,4,1
3,0,153,46,92,1,1,1
23,14,177,62,107,13,12,17
2,1,145,48,87,0,2,0
4,0,147,49,89,0,0,0
23,7,179,69,105,11,12,10
2,1,151,48,94,0,1,0
6,0,148,46,93,0,0,0
1,0,157,48,98,0,0,0
3,0,149,48,86,2,0,2
3,0,155,47,94,2,1,0
1,4,163,55,95,0,0,0
3,1,151,49,91,1,0,0
4,2,147,51,85,0,2,2
1,1,158,48,96,0,0,0
6,5,156,54,92,0,0,1
25,7,168,69,92,8,13,16
18,10,163,58,91,5,5,3
20,17,178,68,105,8,8,7
29,8,177,63,99,6,12,14
26,17,174,65,106,13,8,8
23,13,176,62,108,10,11,18
3,0,152,47,93,0,1,0
23,7,173,65,100,7,16,8
17,8,165,56,90,4,6,7
4,1,155,49,92,1,1,1
3,0,156,50,90,0,0,0
1,1,157,47,94,0,0,1
4,5,163,52,95,0,0,2
3,0,156,49,93,0,1,0
5,10,176,65,94,3,0,1
5,0,158,49,91,0,1,0
1,3,159,51,96,0,0,1
28,13,168,64,98,15,9,13
30,10,165,64,96,13,12,16
29,12,170,68,97,8,16,10
4,1,149,46,95,0,1,1
3,1,153,49,89,1,2,0
0,1,153,48,92,0,0,0
0,1,155,50,92,2,1,0
1,1,152,47,94,0,0,0
20,17,172,61,109,9,12,12
4,0,150,49,87,2,1,1
13,9,162,61,90,6,8,3
24,9,179,62,114,15,7,7
4,9,169,62,93,2,2,4
13,6,162,54,90,6,14,5
2,0,151,49,86,1,1,0
25,8,175,64,98,11,9,8
4,1,150,50,87,0,0,0
6,0,147,48,87,0,1,0
4,0,150,49,92,1,0,0
1,5,158,54,92,0,0,0
6,0,146,50,85,1,0,0
6,1,143,50,84,2,2,1
22,9,173,69,94,9,11,10
17,9,167,55,98,3,3,3
1,0,152,49,87,1,2,0
4,1,144,47,87,4,1,0
3,1,152,54,87,0,0,1
7,0,153,46,94,0,0,0
12,9,164,54,91,7,5,5
0,0,156,50,96,0,1,0
2,8,180,61,101,2,3,3
8,10,173,61,100,3,1,2
1,4,165,51,96,0,0,0
1,0,157,48,95,0,0,1
29,3,177,65,98,9,4,9
11,9,179,63,95,1,2,2
1,1,156,51,91,1,2,0
1,5,161,56,91,1,3,1
7,2,147,48,86,1,0,1
10,11,172,60,105,2,2,4
5,6,154,56,86,0,2,0
2,2,144,51,78,4,1,1
3,1,147,50,92,1,0,0
29,10,172,64,94,8,10,11
9,8,176,65,95,1,4,6
24,15,177,63,92,15,10,7
2,2,154,47,94,0,1,0
2,4,155,55,89,0,3,1
1,1,147,48,86,3,1,1
21,6,166,67,105,17,11,15
10,11,169,63,89,3,3,3
1,0,158,46,99,0,0,0
2,0,154,51,91,1,0,0
20,6,196,71,105,5,5,4
0,4,172,53,102,0,0,1
1,0,163,48,101,0,1,1
20,4,204,72,117,7,6,8
6,8,193,63,114,0,3,1
0,0,171,48,108,0,0,0
2,5,172,53,102,0,0,1
2,6,190,59,116,1,1,2
0,0,172,49,108,0,0,0
1,4,172,54,102,0,0,0
0,0,172,49,108,0,0,0
0,4,172,54,102,0,0,0
0,0,172,48,109,0,0,0
1,4,172,53,102,0,0,0
0,0,164,48,101,0,0,0
1,0,163,49,101,0,0,0
20,7,197,69,115,5,7,9
4,9,194,61,114,1,1,2
0,0,166,47,104,0,0,0
1,0,157,45,98,0,0,0
4,2,149,48,91,2,0,1
31,7,176,70,101,8,11,10
22,10,181,64,96,11,9,15
27,9,168,61,97,17,14,8
2,1,151,52,85,2,1,0
9,6,165,57,96,8,6,7
23,11,177,57,102,12,14,11
4,3,141,46,88,2,1,1
0,0,151,48,90,0,1,1
21,9,159,58,88,4,1,6
4,1,152,49,89,0,2,1
2,0,155,54,89,0,1,1
1,0,158,46,100,0,1,0
19,14,182,66,102,13,9,3
9,9,176,64,94,4,2,3
4,7,179,63,101,3,4,2
3,7,185,62,106,3,2,2
0,4,168,55,98,0,0,0
2,0,156,49,90,1,0,0
1,0,157,48,96,0,0,0
23,13,177,64,102,10,6,15
7,10,176,62,97,5,2,0
18,15,175,67,102,9,13,7
19,16,167,59,107,9,14,14
16,9,174,66,100,7,14,10
6,1,153,48,91,0,0,0
13,5,165,57,90,4,9,6
19,16,173,59,109,9,13,14
22,17,168,65,100,7,8,13
21,19,160,69,100,8,12,11
2,5,162,53,98,0,0,2
6,0,146,46,87,2,0,0
5,0,151,48,91,1,1,0
6,1,157,49,93,0,0,0
1,0,155,49,97,0,0,0
2,4,155,51,92,0,1,1
2,0,153,49,88,1,1,0
1,0,152,49,95,0,2,1
16,9,170,56,97,3,7,7
6,3,146,52,89,1,0,2
2,0,160,49,96,0,0,1
1,4,159,51,96,0,0,0
0,0,149,47,92,0,0,2
22,17,182,62,109,11,10,9
24,10,165,69,94,11,12,12
18,7,164,57,94,7,5,4
1,5,164,53,97,0,2,1
1,2,151,48,95,0,0,0
8,0,141,50,85,1,3,1
2,0,151,50,86,2,0,0
0,0,151,46,97,0,1,1
26,7,173,69,96,11,8,10
2,0,154,45,97,0,1,1
6,5,153,58,85,1,4,1
3,0,156,48,97,2,2,0
2,4,162,52,97,1,0,0
0,0,148,48,87,2,2,3
4,4,160,51,93,0,0,1
0,0,154,49,90,2,1,0
1,1,157,49,94,0,0,0
25,8,179,66,100,12,5,12
3,4,161,55,91,2,1,0
5,0,156,49,91,0,0,0
2,0,154,49,92,0,1,0
2,0,153,47,92,0,1,1
4,2,164,55,94,1,1,1
3,0,153,50,89,0,1,1
3,0,156,49,93,1,0,0
24,12,173,66,100,14,10,11
10,9,177,64,95,3,6,3
3,0,158,51,93,0,0,0
22,12,174,60,109,11,8,12
18,10,174,67,94,19,11,9
3,1,150,50,94,0,0,0
3,0,141,53,84,1,1,1
20,9,179,63,113,9,11,10
3,0,146,53,83,1,0,1
13,7,166,53,101,4,5,9
5,0,145,48,87,0,0,1
3,0,147,50,90,0,1,0
2,0,157,48,93,2,0,0
3,1,146,51,88,1,2,1
1,3,165,53,97,0,1,1
13,10,163,61,92,2,5,6
27,8,178,70,97,10,10,9
24,11,176,72,103,7,10,10
4,0,149,48,86,1,1,2
30,3,176,61,99,11,11,14
13,8,167,61,91,5,5,6
3,2,143,49,84,1,3,1
7,7,183,61,103,2,3,1
22,8,180,60,111,16,10,13
6,6,174,54,103,5,5,6
4,1,152,53,87,0,1,1
29,17,177,65,100,7,7,8
27,8,177,64,92,10,11,17
2,0,154,51,93,0,0,0
24,12,176,57,102,15,12,9
0,2,156,48,91,0,0,1
27,11,170,65,96,6,10,10
4,0,152,49,89,0,2,0
0,4,160,52,96,1,1,4
0,0,163,49,102,0,0,0
2,1,149,48,96,0,2,0
2,1,155,48,92,0,0,1
7,8,180,62,100,2,1,1
1,0,165,48,102,0,0,0
2,0,154,47,97,0,1,0
20,12,175,70,93,7,15,14
6,1,153,51,88,0,0,0
1,2,147,46,88,0,2,1
1,0,149,47,96,1,1,0
14,14,165,67,109,14,16,15
3,1,154,45,93,0,0,0
2,2,146,48,89,2,0,0
1,2,149,50,88,0,0,2
17,14,173,64,113,13,11,7
16,6,168,63,94,4,6,4
15,11,172,73,99,11,8,9
5,4,152,55,89,1,2,2
2,0,151,49,94,0,2,2
3,5,157,53,93,0,0,1
3,0,157,52,97,1,0,0
3,0,152,44,97,0,1,0
22,13,183,64,105,10,12,9
4,1,142,49,85,4,3,3
8,8,179,61,101,5,4,3
1,3,157,52,95,0,1,0
3,1,146,48,89,1,1,0
6,5,155,57,86,1,3,2
5,1,148,48,89,1,2,1
32,8,173,67,95,5,8,13
0,1,158,48,95,1,2,0
22,8,177,65,104,7,14,9
1,1,159,48,95,0,0,0
4,4,162,53,91,1,0,2
0,1,161,47,100,0,0,0
9,9,174,61,95,3,1,2
5,0,155,49,90,0,0,0
9,7,177,64,95,1,1,2
5,0,148,49,88,0,0,1
2,1,143,49,89,2,1,2
2,4,163,54,94,0,1,1
5,0,144,47,89,0,1,1
13,11,168,55,104,8,3,7
6,5,155,54,91,2,3,0
21,6,172,67,105,14,17,14
17,1,159,48,102,10,11,8
3,1,150,48,87,0,0,0
8,7,168,67,91,5,8,4
4,0,149,50,87,0,0,2
11,8,172,57,97,6,7,9
2,0,160,47,96,1,0,1
17,9,176,70,99,7,10,15
6,0,141,47,88,1,0,0
5,3,146,48,83,1,1,2
0,0,153,49,92,0,0,0
1,1,151,49,93,0,0,1
4,2,144,51,85,2,3,1
6,2,146,46,91,1,1,0
6,8,151,56,86,0,3,1
25,10,170,62,106,12,7,20
10,8,173,57,104,7,5,5
0,0,157,48,96,1,0,0
22,9,169,65,105,16,7,5
2,1,157,50,90,1,0,0
3,0,154,52,87,1,0,0
22,10,182,70,105,7,10,5
22,6,186,73,107,10,5,5
6,5,160,56,92,1,0,1
2,1,154,51,90,0,1,1
2,1,152,53,88,1,0,1
20,14,181,68,100,9,9,5
2,0,158,51,93,0,0,0
22,7,179,71,96,7,7,7
2,0,157,50,94,0,0,0
12,8,164,57,91,3,5,3
3,0,151,48,90,0,0,0
1,0,151,49,86,0,2,2
1,5,159,51,93,1,2,1
2,2,157,48,94,0,1,0
7,1,149,49,90,0,1,0
10,8,170,62,100,5,5,6
2,5,170,51,101,1,0,1
0,0,163,47,101,0,0,0
2,0,163,47,102,0,0,0
19,7,187,66,109,12,10,6
4,8,185,64,109,3,1,3
1,0,165,49,102,0,0,0
0,4,170,53,100,0,0,0
1,0,162,48,101,0,0,0
2,0,163,46,102,0,0,0
12,7,198,72,110,4,8,9
4,10,186,57,113,1,2,0
1,0,172,47,107,0,0,0
0,5,170,52,103,0,0,1
0,0,163,47,101,0,0,0
2,0,163,46,102,0,0,0
16,8,192,71,113,6,10,9
6,9,186,62,108,1,1,0
2,4,171,52,103,0,0,0
1,0,163,48,101,0,1,1
0,0,162,49,100,0,0,0
26,4,192,64,122,8,7,10
5,8,188,61,111,1,1,1
1,4,169,53,101,0,0,0
3,0,162,46,100,0,0,0
2,0,163,47,102,0,0,0
21,6,188,67,112,12,3,8
7,6,184,60,109,0,2,0
0,0,165,48,102,0,0,0
3,5,154,54,88,2,2,0
3,0,151,49,90,0,0,1
4,0,150,49,88,2,1,1
22,19,178,65,105,9,3,10
2,1,139,46,86,0,0,0
5,6,151,52,85,2,3,3
8,10,166,58,101,5,5,4
1,0,155,51,87,1,0,0
2,2,154,52,89,1,1,1
4,1,153,50,90,0,1,0
4,8,180,61,99,1,1,1
1,0,156,51,93,0,0,1
2,0,156,46,96,1,0,0
1,1,155,49,94,0,0,0
3,4,167,54,95,2,1,1
2,2,153,50,86,0,2,1
3,1,152,50,86,1,2,1
21,9,176,67,101,8,18,14
7,9,181,64,98,1,2,7
1,2,155,50,90,1,0,1
3,1,145,47,91,0,1,3
1,2,154,45,99,0,0,0
12,9,165,55,101,3,0,8
1,0,157,50,96,2,1,0
1,1,161,50,94,0,1,0
7,5,156,53,87,1,2,1
3,1,154,46,95,1,1,1
3,2,143,53,89,1,3,0
15,6,182,71,101,7,8,12
15,6,159,59,92,5,8,5
1,0,160,48,93,0,0,0
0,0,155,47,95,1,0,0
19,5,165,50,101,6,7,7
4,1,148,47,88,0,1,1
3,2,150,49,87,1,1,2
5,0,151,50,86,2,0,0
3,0,147,46,94,0,0,1
1,0,156,46,99,1,0,0
2,0,151,46,94,0,0,0
1,0,157,49,91,0,1,0
1,1,156,48,98,0,0,0
0,1,152,47,92,0,1,1
8,4,159,51,92,3,2,0
7,11,176,63,100,0,4,3
4,0,150,47,94,1,0,0
16,11,183,64,105,12,13,10
2,5,155,51,94,0,1,0
3,1,158,48,93,0,1,0
7,0,150,48,85,3,1,0
4,0,150,47,94,2,0,1
0,1,158,46,100,0,0,0
3,0,158,48,95,1,0,0
2,1,159,47,101,0,0,0
