Name,IDA Count,INVA Count,AND2 Count,OR2 Count,XOR2 Count,NAND2 Count,NOR2 Count,XNOR2 Count,Count of Used Cells,Compressed Chr Size,a XOR b XOR c XOR d Count,(a AND b) XOR (c AND d) Count
mult8_cgp14ep_ep65536_wc2893_csamrca,31,18,63,36,43,23,13,19,246,2027,18,6
mult8_cgp14ep_ep63078_wc14_csamrca,4,1,153,46,96,2,0,0,302,1860,73,20
mult8_cgp14ep_ep62259_wc2925_csamrca,26,13,95,44,47,9,8,12,254,1993,16,8
mult8_cgp14ep_ep42598_wc578_wtmcsa,21,11,147,61,73,6,8,4,331,2489,45,18
mult8_cgp14ep_ep63897_wc495_wtmcsa,29,17,128,47,74,7,5,3,310,2547,53,22
mult8_cgp14ep_ep62259_wc5314_wtmcla,62,30,101,62,40,20,23,24,362,3038,10,6
mult8_cgp14ep_ep55705_wc26_wtmcsa,13,7,173,59,101,1,2,4,360,2486,80,32
mult8_cgp14ep_ep32768_wc15232_wtmrca,6,2,140,51,75,4,1,2,281,1971,46,32
mult8_cgp14ep_ep26214_wc480_wtmrca,4,0,149,50,87,0,0,2,292,1946,61,24
mult8_cgp14ep_ep26214_wc52_csamrca,2,1,154,50,90,0,0,0,297,1858,65,18
mult8_cgp14ep_ep42598_wc240_2_wtmcla,28,10,160,72,82,12,10,12,386,2941,56,24
mult8_cgp14ep_ep64716_wc2900_wtmcsa,54,17,82,48,52,25,14,19,311,2621,21,10
mult8_cgp14ep_ep19660_wc4_4_wtmrca,1,0,167,50,102,0,0,0,320,1914,78,36
mult8_cgp14ep_ep55705_wc41294_wtmcla,41,17,114,76,57,21,22,19,367,2994,21,4
mult8_cgp14ep_ep19660_wc16256_csamrca,2,1,149,49,88,0,0,0,289,1858,58,16
mult8_cgp14ep_ep55705_wc33426_wtmrca,30,14,76,75,20,16,10,11,252,2047,1,0
mult8_cgp14ep_ep55705_wc1508_wtmrca,23,3,113,55,54,3,5,5,261,2024,24,10
mult8_cgp14ep_ep49152_wc288_rcam,8,2,138,48,77,3,2,3,281,1894,52,4
mult8_cgp14ep_ep49152_wc930_wtmcsa,25,10,140,58,74,5,9,5,326,2527,45,22
mult8_cgp14ep_ep13107_wc328_2_csamcsa,1,4,167,52,103,0,0,1,328,2016,74,26
mult8_cgp14ep_ep55705_wc8768_csamrca,16,9,111,51,51,4,2,6,250,1939,18,6
mult8_cgp14ep_ep55705_wc11_3_csamcsa,4,5,163,51,98,0,0,0,321,2022,73,20
mult8_cgp14ep_ep62259_wc34306_wtmcla,60,30,81,71,29,35,38,30,374,3062,1,0
mult8_cgp14ep_ep42598_wc3_2_wtmcsa,3,7,190,61,116,1,2,1,381,2459,91,38
mult8_cgp14ep_ep64716_wc84_wtmcsa,15,7,153,53,88,5,1,5,327,2523,67,26
mult8_cgp14ep_ep42598_wc578_wtmcla,21,18,165,68,103,13,7,9,404,2945,62,26
mult8_cgp14ep_ep13107_wc6_csamcsa,1,4,172,54,100,0,0,1,332,2012,75,22
mult8_cgp14ep_ep19660_wc16_2_wtmcla,17,12,191,62,110,8,11,9,420,2882,79,34
mult8_cgp14ep_ep63897_wc105_3_wtmcla,26,9,149,63,89,10,12,4,362,2935,65,26
mult8_cgp14ep_ep63897_wc964_csamrca,17,11,88,39,58,9,12,15,249,1989,30,10
mult8_cgp14ep_ep42598_wc27_2_wtmcla,12,7,184,64,102,8,7,14,398,2939,75,32
mult8_cgp14ep_ep42598_wc6778_wtmcsa,21,12,145,55,76,7,2,4,322,2493,47,26
mult8_cgp14ep_ep13107_wc10_3_wtmcla,18,10,186,69,115,12,6,6,422,2904,80,36
mult8_cgp14ep_ep32768_wc2_2_wtmcla,17,9,198,69,118,4,10,6,431,2915,83,38
mult8_cgp14ep_ep49152_wc319_rcam,7,0,141,51,83,4,0,0,286,1895,59,2
mult8_cgp14ep_ep32768_wc18516_csamcsa,5,6,139,49,86,3,4,0,292,2080,49,14
mult8_cgp14ep_ep55705_wc29826_wtmrca,35,9,89,55,32,12,5,11,248,2071,8,2
mult8_cgp14ep_ep63897_wc27_rcam,6,0,147,49,94,1,0,2,299,1865,69,10
mult8_cgp14ep_ep63897_wc43_2_wtmcsa,13,6,162,57,95,4,1,2,340,2503,73,30
mult8_cgp14ep_ep19660_wc128_3_wtmrca,2,0,160,50,95,2,0,0,309,1933,69,32
mult8_cgp14ep_ep63897_wc36482_wtmcla,65,30,74,59,29,34,42,36,369,3080,2,0
mult8_cgp14ep_ep42598_wc48_wtmcla,19,10,178,66,96,11,12,9,401,2916,69,32
mult8_cgp14ep_ep19660_wc32_2_wtmcsa,7,7,178,62,99,1,3,5,362,2450,76,34
mult8_cgp14ep_ep55705_wc610_csamcsa,11,7,140,51,74,2,1,5,291,2085,51,14
mult8_cgp14ep_ep64716_wc5561_csamcsa,41,17,66,34,32,25,12,26,253,2192,8,6
mult8_cgp14ep_ep63078_wc48642_3_wtmcla,62,40,80,55,34,25,30,40,366,3085,1,0
mult8_cgp14ep_ep55705_wc13376_wtmcla,49,26,111,80,42,24,28,22,382,3036,4,4
mult8_cgp14ep_ep64716_wc67_4_wtmcla,35,7,168,57,98,7,9,9,390,2970,66,30
mult8_cgp14ep_ep63897_wc313_wtmcla,35,12,131,58,81,16,9,17,359,3015,49,22
mult8_cgp14ep_ep63078_wc20098_rcam,35,12,61,48,17,18,18,24,233,2006,0,4
mult8_cgp14ep_ep19660_wc8562_wtmcla,20,11,172,58,109,11,13,20,414,2923,67,36
mult8_cgp14ep_ep32768_wc3_2_wtmrca,1,1,167,47,104,0,0,0,320,1922,78,38
mult8_cgp14ep_ep49152_wc82_wtmcsa,13,7,164,63,90,1,4,3,345,2482,68,26
mult8_cgp14ep_ep65536_wc48641_csamcsa,33,36,39,34,37,29,26,28,262,2229,1,2
mult8_cgp14ep_ep62259_wc5818_csamrca,19,13,94,51,38,8,13,5,241,1993,9,4
mult8_cgp14ep_ep26214_wc1186_csamrca,1,0,150,47,92,2,0,0,292,1861,61,20
mult8_cgp14ep_ep42598_wc3564_wtmcsa,16,9,150,60,84,9,7,6,341,2499,48,28
mult8_cgp14ep_ep32768_wc130_csamcsa,8,6,155,53,87,1,0,2,312,2051,61,18
mult8_cgp14ep_ep13107_wc16928_rcam,0,0,162,47,103,0,0,0,312,1850,74,18
mult8_cgp14ep_ep62259_wc317_wtmcsa,31,12,127,51,73,8,7,3,312,2537,50,22
mult8_cgp14ep_ep49152_wc24264_wtmrca,20,4,120,49,60,3,6,6,268,2002,26,22
mult8_cgp14ep_ep62259_wc67_2_wtmrca,8,2,138,44,88,0,0,0,280,1972,67,28
mult8_cgp14ep_ep55705_wc3584_rcam,19,6,108,53,39,5,6,14,250,1947,15,6
mult8_cgp14ep_ep63897_wc2_wtmrca,0,0,172,48,109,0,0,0,329,1907,83,38
mult8_cgp14ep_ep55705_wc34066_wtmrca,28,15,86,63,19,8,6,12,237,2046,0,0
mult8_cgp14ep_ep42598_wc202_csamcsa,8,7,152,57,79,1,0,1,305,2056,54,14
mult8_cgp14ep_ep64716_wc4524_wtmcla,60,26,83,48,46,32,31,27,353,3072,14,12
mult8_cgp14ep_ep65536_wc8843_wtmrca,22,25,40,30,46,22,31,28,244,2149,6,8
mult8_cgp14ep_ep49152_wc22_3_wtmcla,22,6,181,75,101,9,8,10,412,2936,73,32
mult8_cgp14ep_ep65536_wc8886_rcam,28,25,60,36,40,20,16,25,250,2048,7,0
mult8_cgp14ep_ep19660_wc17664_wtmrca,3,0,162,49,99,1,1,0,315,1938,65,38
mult8_cgp14ep_ep64716_wc26_wtmrca,2,0,153,45,96,0,0,0,296,1939,74,32
mult8_cgp14ep_ep65536_wc22_4_csamcsa,6,7,160,52,93,2,0,2,322,2040,70,18
mult8_cgp14ep_ep63897_wc51_wtmrca,8,0,141,41,89,2,0,1,282,1975,69,30
mult8_cgp14ep_ep64716_wc15618_wtmcla,61,28,58,50,45,47,41,41,371,3101,3,4
mult8_cgp14ep_ep32768_wc12_3_wtmcsa,7,8,184,62,107,2,3,3,376,2482,81,36
mult8_cgp14ep_ep49152_wc104_3_csamrca,6,0,140,48,84,3,1,4,286,1892,59,16
mult8_cgp14ep_ep13107_wc256_2_rcam,0,1,157,50,95,1,0,1,305,1863,69,8
mult8_cgp14ep_ep63897_wc52738_wtmcsa,47,30,64,55,26,43,24,33,322,2674,0,2
mult8_cgp14ep_ep13107_wc13568_csamcsa,2,5,165,51,103,0,0,0,326,2023,73,26
mult8_cgp14ep_ep26214_wc210_2_csamrca,5,0,154,48,92,0,0,0,299,1860,64,22
mult8_cgp14ep_ep42598_wc832_csamrca,5,1,140,45,81,0,1,1,274,1885,56,14
mult8_cgp14ep_ep13107_wc244_csamcsa,4,4,163,56,95,1,1,0,324,2029,64,20
mult8_cgp14ep_ep65536_wc163_2_rcam,10,9,123,41,75,9,5,2,274,1920,55,6
mult8_cgp14ep_ep63078_wc159_rcam,9,7,123,41,79,5,5,8,277,1898,60,6
mult8_cgp14ep_ep26214_wc2048_wtmcla,28,10,173,64,99,17,10,13,414,2934,58,38
mult8_cgp14ep_ep64716_wc256_wtmcla,43,11,140,56,82,19,13,11,375,3020,57,24
mult8_cgp14ep_ep49152_wc17472_wtmcla,36,18,151,62,85,11,14,18,395,2974,41,22
mult8_cgp14ep_ep62259_wc7106_rcam,31,8,82,46,53,9,13,7,249,1992,20,6
mult8_cgp14ep_ep65536_wc4545_wtmcla,47,30,81,45,56,37,35,31,362,3071,15,12
mult8_cgp14ep_ep65536_wc2923_wtmrca,42,12,71,38,43,17,19,16,258,2136,24,12
mult8_cgp14ep_ep19660_wc16576_wtmcsa,11,10,172,56,100,8,8,3,368,2463,71,34
mult8_cgp14ep_ep42598_wc934_wtmcla,26,16,162,58,98,10,10,8,388,2948,63,34
mult8_cgp14ep_ep63078_wc28672_wtmcla,70,26,83,53,46,33,24,30,365,3065,0,4
mult8_cgp14ep_ep63897_wc2229_rcam,25,17,80,42,38,19,15,16,252,2003,15,6
mult8_cgp14ep_ep13107_wc640_3_csamrca,0,0,161,49,99,0,0,0,309,1846,67,22
mult8_cgp14ep_ep63078_wc772_csamcsa,13,15,108,41,62,12,12,10,273,2134,38,12
mult8_cgp14ep_ep32768_wc13406_csamcsa,5,4,148,54,89,1,2,1,304,2060,60,14
mult8_cgp14ep_ep32768_wc28752_wtmcsa,10,11,162,59,91,8,6,7,354,2486,55,34
mult8_cgp14ep_ep42598_wc896_csamrca,5,3,135,51,67,5,4,3,273,1906,44,10
mult8_cgp14ep_ep63078_wc67_5_wtmrca,6,1,139,43,89,0,3,1,282,1979,66,32
mult8_cgp14ep_ep64716_wc22_4_wtmcla,19,3,185,65,100,6,5,14,397,2923,75,34
mult8_cgp14ep_ep62259_wc496_2_wtmcsa,35,13,124,52,73,6,8,9,320,2574,44,28
mult8_cgp14ep_ep26214_wc5640_wtmrca,1,0,165,49,101,1,0,0,317,1927,64,40
mult8_cgp14ep_ep49152_wc33666_wtmrca,11,5,124,52,61,3,4,3,263,1992,32,18
mult8_cgp14ep_ep55705_wc20798_wtmcla,52,21,124,56,64,22,19,18,376,3014,24,20
mult8_cgp14ep_ep64716_wc40457_rcam,42,23,47,39,23,21,19,25,239,2081,0,2
mult8_cgp14ep_ep55705_wc128_2_csamcsa,7,5,143,51,85,0,5,5,301,2074,60,14
mult8_cgp14ep_ep49152_wc66_csamcsa,7,4,151,53,85,2,2,1,305,2052,63,18
mult8_cgp14ep_ep55705_wc11106_wtmcla,42,11,128,62,68,23,14,16,364,2988,26,16
mult8_cgp14ep_ep64716_wc2921_2_csamrca,27,23,66,33,43,15,18,12,237,2031,14,8
mult8_cgp14ep_ep65536_wc7049_wtmrca,35,25,50,23,47,25,29,25,259,2154,11,10
mult8_cgp14ep_ep19660_wc2288_csamcsa,2,5,156,55,92,4,0,1,315,2045,63,12
mult8_cgp14ep_ep42598_wc198_rcam,4,1,140,51,79,4,5,2,286,1892,55,6
mult8_cgp14ep_ep19660_wc2048_wtmrca,2,0,162,47,101,0,0,0,312,1928,72,40
mult8_cgp14ep_ep32768_wc10_5_csamrca,1,1,162,47,98,0,0,0,309,1854,73,22
mult8_cgp14ep_ep64716_wc17_4_csamrca,3,0,151,45,95,2,0,2,298,1870,72,20
mult8_cgp14ep_ep63078_wc389_rcam,20,5,107,38,60,12,3,11,256,1969,39,4
mult8_cgp14ep_ep55705_wc2312_wtmcla,44,15,123,79,58,12,18,27,376,3003,23,14
mult8_cgp14ep_ep26214_wc42048_wtmcsa,16,9,170,56,97,3,7,7,365,2479,63,36
mult8_cgp14ep_ep63078_wc490_rcam,17,8,105,43,65,4,6,6,254,1944,41,2
mult8_cgp14ep_ep63078_wc5632_wtmcsa,49,17,96,50,46,18,14,20,310,2597,14,8
mult8_cgp14ep_ep32768_wc34_4_csamcsa,2,5,162,55,93,0,1,2,320,2035,68,20
mult8_cgp14ep_ep64716_wc2337_csamrca,21,16,63,36,46,18,21,21,242,2006,17,8
mult8_cgp14ep_ep13107_wc33280_wtmcla,27,15,183,60,110,12,8,6,421,2914,75,40
mult8_cgp14ep_ep32768_wc5_5_rcam,0,0,163,48,100,0,1,0,312,1850,76,12
mult8_cgp14ep_ep55705_wc25446_csamrca,24,8,102,48,47,6,5,6,246,1961,20,2
mult8_cgp14ep_ep63897_wc27_3_csamcsa,7,5,155,52,92,1,2,1,315,2058,68,18
mult8_cgp14ep_ep19660_wc484_wtmrca,2,1,159,46,98,0,0,0,306,1930,71,38
mult8_cgp14ep_ep65536_wc105_3_wtmcsa,13,11,149,54,84,8,2,6,327,2530,65,28
mult8_cgp14ep_ep55705_wc1876_wtmrca,27,4,110,56,51,5,5,1,259,2022,28,14
mult8_cgp14ep_ep55705_wc3266_csamcsa,8,9,130,49,73,1,5,4,279,2117,43,12
mult8_cgp14ep_ep62259_wc32258_4_wtmcla,57,29,78,63,37,31,29,37,361,3054,1,0
mult8_cgp14ep_ep42598_wc1906_wtmcsa,17,12,148,58,76,8,8,6,333,2509,48,26
mult8_cgp14ep_ep49152_wc10_rcam,0,0,159,49,98,0,1,1,308,1840,74,10
mult8_cgp14ep_ep62259_wc10930_wtmcsa,42,20,96,60,40,15,18,17,308,2603,7,6
mult8_cgp14ep_ep63897_wc318_wtmrca,18,3,114,33,70,8,2,4,252,2024,50,24
mult8_cgp14ep_ep49152_wc436_csamcsa,6,6,147,52,81,2,1,2,297,2076,52,14
mult8_cgp14ep_ep62259_wc161_2_csamrca,15,8,123,40,73,5,2,3,269,1926,54,14
mult8_cgp14ep_ep19660_wc272_csamcsa,0,4,169,53,102,0,0,0,328,2011,72,26
mult8_cgp14ep_ep63078_wc31_csamrca,4,1,147,47,93,0,0,2,294,1882,69,18
mult8_cgp14ep_ep49152_wc104_wtmrca,5,2,139,49,80,1,2,0,278,1970,58,26
mult8_cgp14ep_ep42598_wc54_2_wtmcsa,10,6,173,59,96,3,0,3,350,2463,71,32
mult8_cgp14ep_ep13107_wc544_wtmcla,23,10,182,72,110,13,9,9,428,2909,69,38
mult8_cgp14ep_ep32768_wc218_wtmcla,20,9,188,68,105,7,6,15,418,2900,68,34
mult8_cgp14ep_ep32768_wc9854_rcam,6,3,141,48,86,0,0,2,286,1878,54,8
mult8_cgp14ep_ep64716_wc496_wtmrca,25,6,104,38,62,8,13,2,258,2057,42,22
mult8_cgp14ep_ep32768_wc4_3_wtmcsa,3,7,189,59,114,2,1,2,377,2457,87,40
mult8_cgp14ep_ep55705_wc2316_csamrca,12,2,117,50,64,3,5,3,256,1935,35,14
mult8_cgp14ep_ep55705_wc314_rcam,7,5,132,48,72,1,6,2,273,1904,47,4
mult8_cgp14ep_ep49152_wc8884_wtmcla,30,13,144,64,77,10,16,15,369,2956,35,22
mult8_cgp14ep_ep62259_wc6738_csamcsa,26,16,85,67,25,13,15,14,261,2173,6,4
mult8_cgp14ep_ep32768_wc1872_wtmcla,27,7,176,60,104,11,11,9,405,2919,62,34
mult8_cgp14ep_ep49152_wc4818_wtmcla,46,15,128,72,65,20,16,13,375,3007,25,8
mult8_cgp14ep_ep26214_wc10244_csamcsa,1,1,153,48,97,3,3,0,306,2033,62,22
mult8_cgp14ep_ep42598_wc928_rcam,9,2,132,52,71,4,3,4,277,1883,46,4
mult8_cgp14ep_ep63078_wc773_wtmrca,35,8,100,36,60,10,8,5,262,2066,40,20
mult8_cgp14ep_ep26214_wc374_wtmrca,4,0,150,49,87,2,1,1,294,1946,62,28
mult8_cgp14ep_ep32768_wc5_wtmcla,18,7,186,64,114,8,8,11,416,2898,78,36
mult8_cgp14ep_ep49152_wc5_4_rcam,0,0,162,48,100,0,1,0,311,1853,76,12
mult8_cgp14ep_ep49152_wc2274_wtmrca,16,5,111,56,52,3,5,3,251,2006,29,16
mult8_cgp14ep_ep19660_wc6_csamrca,1,0,162,48,99,0,1,1,312,1834,75,22
mult8_cgp14ep_ep42598_wc404_rcam,10,3,134,49,72,7,4,3,282,1887,48,4
mult8_cgp14ep_ep63078_wc7040_csamrca,28,8,72,45,27,15,17,14,226,2017,5,4
mult8_cgp14ep_ep42598_wc35646_csamcsa,13,5,134,49,71,6,5,4,287,2097,41,12
mult8_cgp14ep_ep19660_wc144_wtmcsa,7,9,178,61,99,1,0,1,356,2460,73,28
mult8_cgp14ep_ep32768_wc1158_csamcsa,3,6,145,56,81,5,0,4,300,2080,50,18
mult8_cgp14ep_ep64716_wc5_5_rcam,0,0,162,48,100,1,0,0,311,1843,76,12
mult8_cgp14ep_ep13107_wc10_5_rcam,0,0,162,49,97,0,0,0,308,1850,73,10
mult8_cgp14ep_ep26214_wc400_csamrca,1,0,157,45,98,0,0,0,301,1852,66,26
mult8_cgp14ep_ep63078_wc43_csamrca,7,3,143,48,88,1,0,1,291,1874,66,16
mult8_cgp14ep_ep55705_wc10616_csamrca,12,4,113,47,60,6,5,3,250,1945,21,14
mult8_cgp14ep_ep64716_wc17_3_wtmrca,4,0,154,46,97,0,0,0,301,1949,75,32
mult8_cgp14ep_ep64716_wc25088_wtmcsa,58,27,54,41,29,32,33,37,311,2654,0,0
mult8_cgp14ep_ep13107_wc480_wtmrca,1,0,165,48,99,1,0,1,315,1933,69,42
mult8_cgp14ep_ep42598_wc6432_wtmrca,7,0,138,46,78,1,2,2,274,1979,47,28
mult8_cgp14ep_ep63078_wc8243_wtmcsa,37,18,103,61,31,27,16,14,307,2632,9,6
mult8_cgp14ep_ep42598_wc2_3_csamrca,1,1,163,48,101,1,0,0,315,1835,76,22
mult8_cgp14ep_ep32768_wc64_2_rcam,3,2,154,50,86,0,1,1,297,1859,63,6
mult8_cgp14ep_ep19660_wc33674_wtmrca,1,0,156,50,94,0,2,0,303,1946,63,38
mult8_cgp14ep_ep26214_wc3392_wtmrca,1,1,159,48,97,1,0,1,308,1947,69,38
mult8_cgp14ep_ep49152_wc2614_wtmcsa,24,10,145,54,82,4,5,8,332,2525,48,24
mult8_cgp14ep_ep65536_wc255_2_wtmrca,26,1,112,36,74,3,2,3,257,2004,51,22
mult8_cgp14ep_ep55705_wc4324_csamrca,19,15,99,58,42,5,6,9,253,1971,14,4
mult8_cgp14ep_ep63897_wc16034_csamcsa,28,26,71,49,16,24,21,20,255,2173,0,4
mult8_cgp14ep_ep62259_wc36402_csamrca,27,13,74,50,19,10,15,15,223,1992,1,0
mult8_cgp14ep_ep55705_wc32778_wtmcsa,44,17,105,66,40,15,23,12,322,2578,2,2
mult8_cgp14ep_ep55705_wc24576_wtmcsa,46,15,92,68,29,16,23,20,309,2585,3,0
mult8_cgp14ep_ep64716_wc10240_wtmrca,31,26,46,34,36,21,28,26,248,2154,5,6
mult8_cgp14ep_ep42598_wc30_rcam,5,1,151,46,90,2,2,1,298,1881,68,8
mult8_cgp14ep_ep49152_wc4014_rcam,15,8,117,49,63,2,8,7,269,1915,22,0
mult8_cgp14ep_ep26214_wc26_5_wtmcla,19,6,187,73,103,10,6,10,414,2918,74,34
mult8_cgp14ep_ep63078_wc12450_csamcsa,43,14,66,49,19,20,27,18,256,2201,0,4
mult8_cgp14ep_ep62259_wc496_2_rcam,12,6,121,39,66,7,3,4,258,1949,42,4
mult8_cgp14ep_ep32768_wc6746_rcam,5,2,144,48,82,2,1,1,285,1871,56,6
mult8_cgp14ep_ep64716_wc2912_2_csamrca,28,22,69,36,38,23,17,10,243,2016,15,8
mult8_cgp14ep_ep26214_wc1792_wtmcsa,17,7,160,60,97,4,4,5,354,2489,65,34
mult8_cgp14ep_ep63897_wc3636_wtmrca,36,10,81,33,39,16,9,11,235,2086,17,14
mult8_cgp14ep_ep19660_wc1604_wtmcsa,12,10,171,60,96,5,3,6,363,2478,65,36
mult8_cgp14ep_ep32768_wc398_wtmcsa,14,5,156,53,99,7,1,9,344,2477,68,32
mult8_cgp14ep_ep49152_wc14_5_csamcsa,3,4,163,52,98,0,0,0,320,2015,73,20
mult8_cgp14ep_ep63897_wc27_4_csamcsa,7,6,156,51,94,0,1,1,316,2053,70,18
mult8_cgp14ep_ep32768_wc1128_rcam,7,1,137,46,81,4,2,4,282,1882,50,4
mult8_cgp14ep_ep65536_wc608_wtmcsa,48,13,110,44,65,10,13,12,315,2570,39,20
mult8_cgp14ep_ep32768_wc100_wtmcla,21,9,183,72,94,8,9,6,402,2909,64,30
mult8_cgp14ep_ep13107_wc5122_wtmrca,1,0,166,48,101,0,0,2,318,1932,75,38
mult8_cgp14ep_ep32768_wc10_wtmcla,17,7,184,70,110,8,12,7,415,2895,79,36
mult8_cgp14ep_ep55705_wc8192_wtmcla,53,19,110,72,50,22,15,22,363,3023,9,10
mult8_cgp14ep_ep63078_wc394_wtmrca,15,6,107,43,66,1,3,5,246,2033,45,22
mult8_cgp14ep_ep64716_wc20992_wtmcla,57,40,67,44,41,33,29,41,352,3092,0,0
mult8_cgp14ep_ep32768_wc26_rcam,2,1,154,50,90,0,0,0,297,1846,68,8
mult8_cgp14ep_ep64716_wc1170_wtmcla,50,22,105,57,68,17,19,15,353,3032,36,16
mult8_cgp14ep_ep63897_wc5365_wtmcla,62,30,88,56,55,18,16,32,357,3086,16,12
mult8_cgp14ep_ep19660_wc1056_wtmrca,2,0,160,46,99,0,0,0,307,1935,72,38
mult8_cgp14ep_ep19660_wc784_wtmcsa,11,10,173,60,100,3,1,4,362,2479,66,36
mult8_cgp14ep_ep55705_wc36256_csamrca,17,9,109,53,52,7,4,8,259,1975,23,0
mult8_cgp14ep_ep42598_wc17944_rcam,7,1,135,44,88,1,0,2,278,1904,55,8
mult8_cgp14ep_ep42598_wc14720_rcam,6,1,128,45,82,3,3,1,269,1899,45,10
mult8_cgp14ep_ep26214_wc4384_csamrca,4,0,149,48,86,1,1,2,291,1882,61,12
mult8_cgp14ep_ep63078_wc104_3_wtmrca,9,2,136,42,85,3,0,0,277,1987,63,32
mult8_cgp14ep_ep63897_wc4512_wtmrca,26,18,82,40,35,14,12,13,240,2079,15,6
mult8_cgp14ep_ep26214_wc1008_csamcsa,5,5,154,58,86,2,2,0,312,2047,58,12
mult8_cgp14ep_ep55705_wc1842_csamcsa,13,12,127,51,54,11,7,11,286,2122,27,8
mult8_cgp14ep_ep64716_wc22_2_wtmcla,21,14,173,66,96,10,11,6,397,2953,69,38
mult8_cgp14ep_ep26214_wc34_wtmcla,17,10,178,68,105,14,9,11,412,2916,69,34
mult8_cgp14ep_ep65536_wc13697_wtmrca,35,34,40,25,35,35,33,27,264,2167,5,6
mult8_cgp14ep_ep49152_wc17_csamrca,2,1,151,44,98,0,0,0,296,1867,72,20
mult8_cgp14ep_ep64716_wc31874_wtmrca,49,21,48,41,22,27,23,23,254,2132,0,0
mult8_cgp14ep_ep32768_wc2878_rcam,4,0,146,48,90,0,2,1,291,1887,61,8
mult8_cgp14ep_ep13107_wc724_wtmrca,4,0,166,48,100,0,0,0,318,1926,71,40
mult8_cgp14ep_ep49152_wc22_wtmrca,2,1,154,44,98,1,0,0,300,1938,76,34
mult8_cgp14ep_ep62259_wc5876_csamcsa,23,15,91,52,40,10,9,12,252,2158,12,6
mult8_cgp14ep_ep42598_wc76_wtmrca,2,1,153,48,89,0,0,0,293,1947,67,30
mult8_cgp14ep_ep65536_wc130_3_wtmcla,31,14,147,61,94,5,13,12,377,2977,63,28
mult8_cgp14ep_ep63897_wc130_2_csamcsa,10,9,139,49,84,4,2,5,302,2083,59,16
mult8_cgp14ep_ep13107_wc52_3_wtmcsa,2,10,186,61,106,1,2,2,370,2446,77,38
mult8_cgp14ep_ep62259_wc105_4_wtmrca,13,3,128,38,82,1,1,0,266,1990,59,28
mult8_cgp14ep_ep19660_wc1792_wtmcsa,11,8,175,57,100,10,0,3,364,2478,70,40
mult8_cgp14ep_ep32768_wc768_csamrca,7,0,147,49,88,2,1,0,294,1864,61,16
mult8_cgp14ep_ep55705_wc45266_wtmrca,30,16,90,60,23,6,12,7,244,2048,5,0
mult8_cgp14ep_ep55705_wc250_csamrca,10,2,133,49,72,3,3,1,273,1915,53,14
mult8_cgp14ep_ep49152_wc23798_csamrca,8,2,123,45,69,1,4,4,256,1935,34,12
mult8_cgp14ep_ep65536_wc54_csamrca,4,3,140,44,86,3,1,1,282,1878,66,16
mult8_cgp14ep_ep42598_wc54_3_wtmcsa,10,8,172,61,93,0,1,2,347,2468,71,32
mult8_cgp14ep_ep65536_wc43_wtmrca,6,0,142,42,89,1,0,0,280,1959,69,30
mult8_cgp14ep_ep63078_wc4338_wtmcsa,47,21,96,55,51,10,15,12,307,2588,16,10
mult8_cgp14ep_ep26214_wc74_2_rcam,3,1,156,49,88,0,1,1,299,1874,63,10
mult8_cgp14ep_ep65536_wc3_wtmcla,14,8,196,69,112,10,8,9,426,2915,79,38
mult8_cgp14ep_ep32768_wc5550_rcam,7,2,139,47,84,3,1,2,285,1905,53,2
mult8_cgp14ep_ep63897_wc2143_rcam,25,12,78,40,45,11,17,15,243,1998,18,4
mult8_cgp14ep_ep65536_wc397_2_wtmrca,22,6,107,43,64,4,5,3,254,2023,46,18
mult8_cgp14ep_ep49152_wc5_4_csamrca,1,0,161,48,100,0,0,0,310,1845,76,22
mult8_cgp14ep_ep55705_wc5570_csamcsa,20,17,110,58,48,4,12,8,277,2152,17,8
mult8_cgp14ep_ep26214_wc266_wtmrca,6,1,150,50,85,0,0,0,292,1948,58,32
mult8_cgp14ep_ep65536_wc318_3_wtmcla,35,16,127,56,78,21,13,18,364,3002,55,24
mult8_cgp14ep_ep49152_wc48098_rcam,10,3,132,50,74,4,1,4,278,1904,47,4
mult8_cgp14ep_ep19660_wc48_4_wtmcsa,6,8,182,60,103,2,2,0,363,2465,78,32
mult8_cgp14ep_ep55705_wc155_2_csamcsa,11,9,138,55,76,3,2,5,299,2100,54,14
mult8_cgp14ep_ep55705_wc17224_csamrca,21,7,96,48,41,10,7,9,239,1973,10,10
mult8_cgp14ep_ep65536_wc5_2_wtmcla,14,7,190,74,117,6,9,8,425,2894,84,36
mult8_cgp14ep_ep19660_wc16816_wtmrca,1,1,160,46,97,1,0,0,306,1928,69,34
mult8_cgp14ep_ep13107_wc17024_wtmcla,20,8,187,62,118,7,12,13,427,2882,75,42
mult8_cgp14ep_ep62259_wc5482_csamrca,25,11,87,58,34,8,13,11,247,2004,6,4
mult8_cgp14ep_ep65536_wc205_3_csamrca,17,4,120,40,74,6,8,5,274,1917,50,18
mult8_cgp14ep_ep42598_wc1406_wtmcla,24,13,161,68,87,12,11,11,387,2937,55,28
mult8_cgp14ep_ep19660_wc528_wtmcla,18,10,188,61,112,7,16,11,423,2894,85,40
mult8_cgp14ep_ep64716_wc14_wtmcla,21,12,180,58,106,15,9,10,411,2923,76,34
mult8_cgp14ep_ep64716_wc16003_csamcsa,51,27,55,36,24,19,16,26,254,2215,0,4
