Name,IDA Count,INVA Count,AND2 Count,OR2 Count,XOR2 Count,NAND2 Count,NOR2 Count,XNOR2 Count,Count of Used Cells,Compressed Chr Size,a XOR b XOR c XOR d Count,(a AND b) XOR (c AND d) Count
mult8_cgp14ep_ep49152_wc41904_csamrca,12,6,123,41,66,0,6,3,257,1933,32,8
mult8_cgp14ep_ep19660_wc40_csamrca,3,1,156,48,91,1,0,1,301,1881,67,16
mult8_cgp14ep_ep26214_wc70_wtmcsa,6,9,181,63,100,2,3,1,365,2478,74,32
mult8_cgp14ep_ep26214_wc116_wtmcla,20,10,186,69,102,11,3,7,408,2895,66,36
mult8_cgp14ep_ep32768_wc8320_csamrca,7,3,140,48,80,2,1,1,282,1890,48,8
mult8_cgp14ep_ep13107_wc288_csamcsa,4,5,162,52,95,1,0,0,319,2034,63,20
mult8_cgp14ep_ep13107_wc2_csamrca,0,0,166,49,101,0,0,0,316,1830,76,22
mult8_cgp14ep_ep65536_wc2930_wtmcla,66,38,72,46,62,29,25,26,364,3067,22,14
mult8_cgp14ep_ep26214_wc282_2_rcam,5,0,148,48,90,2,1,1,295,1870,61,6
mult8_cgp14ep_ep63897_wc81_rcam,6,5,131,40,84,5,3,3,277,1909,61,6
mult8_cgp14ep_ep55705_wc314_wtmcla,22,11,170,58,100,9,6,17,393,2960,64,32
mult8_cgp14ep_ep63078_wc316_csamcsa,19,9,123,46,76,10,5,6,294,2127,46,16
mult8_cgp14ep_ep64716_wc1845_wtmcsa,43,24,89,47,52,15,14,14,298,2622,28,12
mult8_cgp14ep_ep65536_wc13873_rcam,31,33,36,32,28,24,36,21,241,2074,0,2
mult8_cgp14ep_ep63897_wc2215_csamcsa,28,14,87,41,40,15,11,15,251,2164,14,10
mult8_cgp14ep_ep65536_wc13857_csamcsa,29,32,41,29,38,36,25,31,261,2238,8,2
mult8_cgp14ep_ep49152_wc432_wtmrca,13,0,140,43,87,2,1,0,286,1968,60,26
mult8_cgp14ep_ep64716_wc952_rcam,19,13,88,33,61,8,15,8,245,1983,31,8
mult8_cgp14ep_ep13107_wc704_4_csamrca,1,0,156,47,100,1,0,1,306,1850,67,26
mult8_cgp14ep_ep13107_wc4736_wtmcla,34,15,183,57,112,9,9,8,427,2888,78,40
mult8_cgp14ep_ep62259_wc10914_wtmcla,62,18,97,72,47,21,30,23,370,3035,6,8
mult8_cgp14ep_ep42598_wc13678_wtmcla,41,9,138,74,69,15,12,16,374,3010,30,18
mult8_cgp14ep_ep42598_wc67_rcam,3,0,149,47,89,3,2,4,297,1874,66,6
mult8_cgp14ep_ep42598_wc26034_wtmcsa,22,12,143,59,78,13,6,5,338,2536,40,20
mult8_cgp14ep_ep55705_wc10998_csamcsa,24,5,117,52,56,6,5,4,269,2142,23,14
mult8_cgp14ep_ep32768_wc176_csamrca,2,1,148,50,86,0,3,2,292,1861,57,20
mult8_cgp14ep_ep19660_wc64_2_wtmrca,1,0,158,50,95,0,0,0,304,1931,67,32
mult8_cgp14ep_ep19660_wc700_wtmrca,0,0,159,49,96,0,0,0,304,1939,67,38
mult8_cgp14ep_ep42598_wc22450_wtmrca,15,2,131,52,70,1,0,2,273,1963,43,18
mult8_cgp14ep_ep49152_wc17258_csamcsa,12,1,122,51,66,6,3,6,267,2086,38,10
mult8_cgp14ep_ep42598_wc2_5_csamcsa,0,4,172,54,102,0,0,0,332,2014,76,22
mult8_cgp14ep_ep63078_wc758_wtmcla,56,17,116,60,64,15,12,16,356,2994,34,16
mult8_cgp14ep_ep19660_wc676_rcam,4,1,152,49,91,1,1,0,299,1867,62,8
mult8_cgp14ep_ep32768_wc4096_csamrca,2,0,149,50,88,0,0,2,291,1870,59,22
mult8_cgp14ep_ep32768_wc482_2_wtmcla,22,12,171,70,87,9,10,11,392,2944,57,26
mult8_cgp14ep_ep63897_wc764_wtmcla,47,21,109,51,67,30,23,11,359,3062,38,18
mult8_cgp14ep_ep55705_wc24258_wtmrca,32,6,93,63,28,6,9,11,248,2026,6,0
mult8_cgp14ep_ep19660_wc24_3_wtmcla,17,12,191,65,112,7,8,10,422,2899,78,36
mult8_cgp14ep_ep63078_wc3650_wtmrca,27,10,80,47,34,16,9,14,237,2105,14,8
mult8_cgp14ep_ep32768_wc290_rcam,1,1,144,45,87,2,1,1,282,1882,59,8
mult8_cgp14ep_ep19660_wc264_csamrca,3,0,153,49,96,0,0,0,301,1857,69,20
mult8_cgp14ep_ep63897_wc255_wtmcla,35,12,141,58,87,14,10,11,368,3001,52,26
mult8_cgp14ep_ep64716_wc397_2_csamcsa,19,17,117,46,66,5,8,6,284,2126,44,12
mult8_cgp14ep_ep42598_wc7154_csamcsa,14,2,135,51,75,2,0,3,282,2061,40,10
mult8_cgp14ep_ep19660_wc1360_wtmrca,5,0,158,48,94,0,1,0,306,1933,63,36
mult8_cgp14ep_ep19660_wc32_3_wtmcla,14,10,195,74,109,4,7,10,423,2919,77,36
mult8_cgp14ep_ep64716_wc5706_csamrca,38,21,61,29,29,24,19,13,234,2046,6,6
mult8_cgp14ep_ep63078_wc10496_rcam,23,20,66,55,20,17,15,13,229,2011,1,4
mult8_cgp14ep_ep63078_wc16384_2_csamrca,39,14,66,48,16,23,15,18,239,2032,0,2
mult8_cgp14ep_ep49152_wc378_wtmcla,35,7,151,68,78,16,21,11,387,2943,52,24
mult8_cgp14ep_ep55705_wc396_csamcsa,6,5,135,47,74,5,3,5,280,2087,49,14
mult8_cgp14ep_ep26214_wc6592_wtmcla,29,9,173,65,103,12,10,11,412,2918,63,32
mult8_cgp14ep_ep26214_wc107_wtmcla,21,16,180,64,99,12,9,11,412,2928,70,34
mult8_cgp14ep_ep26214_wc36_csamcsa,4,5,163,52,95,0,0,2,321,2033,70,18
mult8_cgp14ep_ep65536_wc54_wtmcla,33,8,164,58,93,7,9,10,382,2944,67,28
mult8_cgp14ep_ep65536_wc7128_csamcsa,21,18,55,40,49,17,19,28,247,2197,11,6
mult8_cgp14ep_ep42598_wc40_csamcsa,3,5,161,52,90,0,0,0,311,2031,67,18
mult8_cgp14ep_ep26214_wc16_5_wtmrca,0,0,164,49,99,0,0,0,312,1926,75,32
mult8_cgp14ep_ep64716_wc1437_wtmcsa,41,13,86,36,65,28,26,15,310,2651,27,20
mult8_cgp14ep_ep26214_wc238_wtmcsa,11,7,173,63,93,1,0,2,350,2472,68,26
mult8_cgp14ep_ep62259_wc11_wtmcla,20,12,185,67,107,6,5,11,413,2926,78,34
mult8_cgp14ep_ep26214_wc98_5_wtmrca,0,1,163,50,96,0,0,0,310,1932,71,32
mult8_cgp14ep_ep62259_wc84_2_csamcsa,14,6,141,50,82,3,1,2,299,2055,60,16
mult8_cgp14ep_ep13107_wc522_csamcsa,1,4,168,53,102,0,1,0,329,2015,71,24
mult8_cgp14ep_ep26214_wc24_2_rcam,3,0,158,49,93,0,0,0,303,1844,70,8
mult8_cgp14ep_ep42598_wc962_2_wtmcsa,25,13,138,64,74,4,5,9,332,2517,40,18
mult8_cgp14ep_ep55705_wc2178_wtmcsa,26,10,128,64,53,11,11,9,312,2525,33,14
mult8_cgp14ep_ep32768_wc42_csamcsa,3,4,160,57,89,2,0,1,316,2018,63,18
mult8_cgp14ep_ep62259_wc4450_wtmcsa,45,24,103,59,43,9,16,18,317,2595,19,6
mult8_cgp14ep_ep19660_wc1348_wtmcla,34,12,178,58,103,11,15,14,425,2906,67,38
mult8_cgp14ep_ep63897_wc10890_2_csamrca,48,17,64,45,19,13,14,13,233,2008,2,2
mult8_cgp14ep_ep19660_wc378_wtmcla,22,9,182,66,105,9,8,4,405,2914,71,36
mult8_cgp14ep_ep32768_wc346_csamcsa,5,6,147,52,88,1,4,3,306,2060,62,16
mult8_cgp14ep_ep42598_wc6928_wtmcla,28,10,158,58,97,13,10,17,391,2947,57,36
mult8_cgp14ep_ep65536_wc43_csamcsa,14,5,149,49,88,1,2,1,309,2056,66,16
mult8_cgp14ep_ep63897_wc53_3_wtmcsa,10,7,162,55,98,3,1,2,338,2512,76,30
mult8_cgp14ep_ep49152_wc163_wtmcsa,10,8,165,59,87,3,3,1,336,2483,62,28
mult8_cgp14ep_ep26214_wc11202_wtmrca,3,0,153,50,90,1,0,0,297,1924,63,36
mult8_cgp14ep_ep62259_wc13824_wtmcsa,50,23,75,67,31,27,20,25,318,2623,4,4
mult8_cgp14ep_ep63078_wc8018_wtmcsa,43,31,86,50,44,12,20,12,298,2587,12,4
mult8_cgp14ep_ep32768_wc3_5_wtmrca,0,0,171,48,109,0,0,0,328,1906,83,38
mult8_cgp14ep_ep64716_wc2933_csamcsa,20,25,67,42,41,24,20,21,260,2193,12,6
mult8_cgp14ep_ep49152_wc43_wtmcsa,6,9,173,60,92,3,2,3,348,2448,73,30
mult8_cgp14ep_ep26214_wc6592_csamcsa,3,5,148,50,91,1,0,2,300,2042,60,14
mult8_cgp14ep_ep42598_wc203_wtmrca,9,0,141,50,77,2,1,1,281,1973,57,26
mult8_cgp14ep_ep26214_wc334_wtmcsa,11,9,167,60,98,3,7,6,361,2478,63,28
mult8_cgp14ep_ep19660_wc768_2_wtmcsa,12,9,171,58,101,4,6,5,366,2454,72,40
mult8_cgp14ep_ep32768_wc22_wtmrca,2,0,157,47,95,1,0,1,303,1927,71,34
mult8_cgp14ep_ep49152_wc620_wtmrca,18,2,128,53,66,0,3,1,271,1980,46,18
mult8_cgp14ep_ep26214_wc4656_csamcsa,1,3,157,52,95,0,1,0,309,2044,62,22
mult8_cgp14ep_ep49152_wc614_wtmcla,36,10,154,71,74,16,10,14,385,2966,44,20
mult8_cgp14ep_ep32768_wc1222_wtmcla,24,7,175,65,102,11,10,8,402,2925,58,36
mult8_cgp14ep_ep65536_wc1193_rcam,22,11,85,37,53,12,9,11,240,1983,27,2
mult8_cgp14ep_ep32768_wc686_rcam,3,0,145,49,87,1,2,0,287,1871,54,4
mult8_cgp14ep_ep19660_wc656_wtmrca,0,1,160,48,99,0,0,1,309,1921,72,38
mult8_cgp14ep_ep64716_wc776_csamcsa,27,17,98,39,57,9,13,11,271,2160,33,10
mult8_cgp14ep_ep19660_wc1616_rcam,0,0,157,47,100,0,0,0,304,1863,70,18
mult8_cgp14ep_ep62259_wc4560_wtmcla,45,18,96,66,50,23,30,26,354,3064,16,8
mult8_cgp14ep_ep64716_wc3658_wtmrca,25,17,71,40,40,15,17,30,255,2102,15,8
mult8_cgp14ep_ep63078_wc205_csamrca,24,4,114,37,75,4,1,5,264,1921,52,14
mult8_cgp14ep_ep64716_wc10432_rcam,29,21,44,30,32,23,24,24,227,2039,1,6
mult8_cgp14ep_ep55705_wc776_wtmcla,34,15,139,65,74,16,16,16,375,2973,41,20
mult8_cgp14ep_ep64716_wc4551_wtmcla,49,28,88,52,56,26,25,36,360,3095,15,12
mult8_cgp14ep_ep32768_wc26_csamcsa,3,4,162,54,92,1,0,0,316,2033,68,18
mult8_cgp14ep_ep65536_wc1186_wtmrca,31,10,83,37,53,10,9,14,247,2058,31,18
mult8_cgp14ep_ep49152_wc2778_wtmcla,31,19,140,68,62,16,17,19,372,2997,34,20
mult8_cgp14ep_ep62259_wc105_4_csamcsa,9,10,135,48,84,6,5,2,299,2099,62,16
mult8_cgp14ep_ep64716_wc37698_wtmrca,35,23,44,37,27,24,27,27,244,2157,0,4
mult8_cgp14ep_ep32768_wc24964_csamcsa,10,4,135,47,81,1,6,3,287,2049,51,6
mult8_cgp14ep_ep64716_wc2935_wtmcla,53,29,80,54,54,28,29,22,349,3092,22,16
mult8_cgp14ep_ep49152_wc29_rcam,5,1,148,47,88,2,0,1,292,1881,67,8
mult8_cgp14ep_ep55705_wc202_wtmrca,9,2,133,47,76,1,0,1,269,1981,55,26
mult8_cgp14ep_ep65536_wc13777_rcam,36,26,37,26,29,30,28,27,239,2048,2,2
mult8_cgp14ep_ep64716_wc32258_3_csamcsa,34,30,49,35,26,32,16,28,250,2238,2,0
mult8_cgp14ep_ep55705_wc22_csamrca,4,0,149,49,96,1,2,0,301,1885,69,18
mult8_cgp14ep_ep63078_wc10850_csamrca,38,13,77,45,17,9,17,15,231,2024,1,4
mult8_cgp14ep_ep64716_wc10496_wtmcla,63,24,68,52,51,38,33,39,368,3098,2,8
mult8_cgp14ep_ep42598_wc100_wtmcsa,10,6,168,65,91,0,2,5,347,2463,69,26
mult8_cgp14ep_ep13107_wc68_2_csamcsa,0,4,170,55,99,1,0,0,329,2020,69,24
mult8_cgp14ep_ep55705_wc5_csamcsa,1,4,172,54,101,0,0,0,332,2013,76,22
mult8_cgp14ep_ep13107_wc72_wtmcsa,6,7,191,63,106,2,1,1,377,2467,78,40
mult8_cgp14ep_ep49152_wc148_csamrca,9,3,135,49,74,1,3,4,278,1896,54,14
mult8_cgp14ep_ep63897_wc13458_rcam,41,18,54,35,21,16,17,18,220,1992,0,6
mult8_cgp14ep_ep55705_wc914_2_csamcsa,11,8,139,55,67,4,5,4,293,2097,39,14
mult8_cgp14ep_ep49152_wc6042_wtmcla,39,20,138,68,58,13,21,18,375,3009,25,14
mult8_cgp14ep_ep13107_wc130_wtmcsa,2,7,192,61,114,1,1,1,379,2440,86,38
mult8_cgp14ep_ep32768_wc6_4_csamcsa,0,5,170,53,101,1,0,0,330,2014,76,22
mult8_cgp14ep_ep13107_wc2326_rcam,2,0,160,48,100,0,0,0,310,1857,70,14
mult8_cgp14ep_ep62259_wc5680_wtmcsa,28,16,103,55,50,9,17,19,297,2583,19,14
mult8_cgp14ep_ep32768_wc386_2_wtmcsa,9,11,163,57,94,6,5,5,350,2483,69,30
mult8_cgp14ep_ep63078_wc4560_wtmcla,47,28,96,53,58,13,37,24,356,3036,23,12
mult8_cgp14ep_ep63078_wc8832_wtmcla,60,31,92,53,44,30,30,25,365,3059,7,8
mult8_cgp14ep_ep26214_wc22_wtmrca,2,0,158,50,95,0,0,0,305,1918,71,32
mult8_cgp14ep_ep63078_wc38785_wtmrca,36,18,58,52,20,23,16,18,241,2101,0,0
mult8_cgp14ep_ep26214_wc1052_wtmcla,24,7,171,62,112,10,10,5,401,2893,65,36
mult8_cgp14ep_ep49152_wc302_csamrca,9,4,131,49,69,0,4,1,267,1899,49,12
mult8_cgp14ep_ep49152_wc612_wtmcla,41,8,153,70,75,10,6,13,376,2947,45,24
mult8_cgp14ep_ep49152_wc9_3_wtmrca,0,0,161,46,102,0,1,0,310,1936,78,36
mult8_cgp14ep_ep42598_wc1282_csamrca,7,4,129,49,72,2,3,3,269,1907,41,10
mult8_cgp14ep_ep49152_wc3542_wtmrca,22,4,121,52,59,7,0,3,268,1992,34,12
mult8_cgp14ep_ep19660_wc5188_wtmcla,23,10,179,67,103,9,14,10,415,2918,70,40
mult8_cgp14ep_ep55705_wc1428_wtmcla,39,14,131,63,71,17,15,11,361,2975,36,16
mult8_cgp14ep_ep55705_wc64_csamrca,3,1,140,46,88,4,3,0,285,1881,63,18
mult8_cgp14ep_ep42598_wc43962_wtmcsa,26,8,144,58,79,5,7,7,334,2504,40,28
mult8_cgp14ep_ep49152_wc966_wtmrca,13,4,125,47,65,3,4,3,264,1991,46,20
mult8_cgp14ep_ep42598_wc11008_wtmcla,36,8,157,72,86,11,7,13,390,2980,39,26
mult8_cgp14ep_ep63897_wc103_rcam,9,0,129,44,82,3,5,4,276,1911,60,6
mult8_cgp14ep_ep62259_wc4352_csamrca,24,13,89,53,34,13,12,9,247,1981,12,8
mult8_cgp14ep_ep55705_wc319_wtmcsa,21,12,136,59,74,7,8,3,320,2539,47,22
mult8_cgp14ep_ep13107_wc482_wtmcsa,7,9,182,62,104,5,1,5,375,2467,75,36
mult8_cgp14ep_ep64716_wc10944_wtmrca,41,11,60,38,38,19,21,24,252,2140,5,4
mult8_cgp14ep_ep49152_wc195_wtmrca,13,1,134,45,76,1,0,3,273,1979,55,24
mult8_cgp14ep_ep63897_wc2_3_csamcsa,0,4,172,55,102,0,0,0,333,2013,76,22
mult8_cgp14ep_ep55705_wc12544_wtmcsa,47,12,97,68,37,24,14,14,313,2581,6,4
mult8_cgp14ep_ep63078_wc9_2_csamcsa,1,4,166,52,99,0,0,2,324,2040,74,20
mult8_cgp14ep_ep65536_wc396_csamcsa,15,13,115,43,72,8,7,8,281,2136,49,12
mult8_cgp14ep_ep65536_wc10_wtmcsa,5,7,184,58,112,1,5,3,375,2468,87,36
mult8_cgp14ep_ep55705_wc24098_wtmcla,44,21,111,77,37,25,30,26,371,3018,3,2
mult8_cgp14ep_ep62259_wc11098_rcam,37,22,64,41,26,13,17,12,232,1987,2,2
mult8_cgp14ep_ep63078_wc204_wtmrca,13,3,118,40,72,5,5,3,259,2010,52,22
mult8_cgp14ep_ep26214_wc50_4_rcam,2,0,156,46,96,1,0,0,301,1853,69,10
mult8_cgp14ep_ep63897_wc6866_wtmrca,36,12,80,45,30,15,13,8,239,2082,8,8
mult8_cgp14ep_ep64716_wc32276_wtmcla,64,42,58,50,41,37,33,43,368,3127,2,2
mult8_cgp14ep_ep42598_wc1152_wtmrca,4,1,150,44,91,0,0,0,290,1951,61,32
mult8_cgp14ep_ep62259_wc6954_wtmrca,38,9,79,45,32,13,16,9,241,2064,8,6
mult8_cgp14ep_ep63897_wc34402_wtmcsa,46,34,71,58,22,26,29,33,319,2667,0,0
mult8_cgp14ep_ep64716_wc3605_wtmcla,67,32,80,43,57,29,23,34,365,3091,16,10
mult8_cgp14ep_ep26214_wc14_csamrca,0,2,160,48,95,1,0,0,306,1853,72,20
mult8_cgp14ep_ep32768_wc38_csamcsa,3,5,160,53,90,1,0,1,313,2046,67,18
mult8_cgp14ep_ep65536_wc164_wtmcla,30,15,149,57,90,16,13,11,381,2977,62,26
mult8_cgp14ep_ep62259_wc4488_csamrca,28,8,85,50,43,9,5,9,237,2016,17,10
mult8_cgp14ep_ep64716_wc32322_wtmcla,53,32,63,53,44,38,46,30,359,3126,0,2
mult8_cgp14ep_ep65536_wc33_wtmrca,5,0,146,45,91,0,1,1,289,1967,69,34
mult8_cgp14ep_ep49152_wc194_wtmrca,12,2,135,45,78,2,0,2,276,1975,58,28
mult8_cgp14ep_ep63897_wc397_2_csamrca,13,8,117,40,74,3,6,4,265,1950,52,18
mult8_cgp14ep_ep55705_wc610_wtmrca,20,2,121,45,68,3,3,1,263,2021,49,22
mult8_cgp14ep_ep64716_wc1879_wtmcla,61,25,94,51,62,17,18,33,361,3052,33,14
mult8_cgp14ep_ep63897_wc17_3_wtmrca,2,0,156,47,98,1,0,0,304,1954,76,34
mult8_cgp14ep_ep13107_wc352_2_csamcsa,0,4,167,53,101,0,0,1,326,2016,68,26
mult8_cgp14ep_ep42598_wc102_csamrca,5,2,144,52,81,1,2,2,289,1901,60,16
mult8_cgp14ep_ep19660_wc1348_rcam,0,0,157,48,101,0,0,0,306,1868,73,16
mult8_cgp14ep_ep55705_wc27_rcam,4,2,145,46,92,1,2,1,293,1884,68,8
mult8_cgp14ep_ep26214_wc520_csamrca,4,0,150,47,94,1,0,0,296,1870,67,20
mult8_cgp14ep_ep32768_wc2688_2_rcam,1,0,150,46,93,1,1,1,293,1883,62,10
mult8_cgp14ep_ep13107_wc286_wtmcla,17,11,194,62,111,9,10,7,421,2911,75,36
mult8_cgp14ep_ep42598_wc122_wtmcla,19,14,170,69,93,8,7,9,389,2925,64,32
