Name,IDA Count,INVA Count,AND2 Count,OR2 Count,XOR2 Count,NAND2 Count,NOR2 Count,XNOR2 Count,Count of Used Gates,Compressed Chr Size,a XOR b XOR c XOR d Count,(a AND b) XOR (c AND d) Count,Variability of Implementation of the Highest Bit of Product,"[Sum of All Gates, Sum of Used Gates by CGP]"
mult8_cgp14ep_ep32768_wc2918_wtmcla,24,18,169,61,97,12,13,12,406,2941,60,34,"[0, 0, 9, 4, 1, 0, 0, 0]","[490, 406]"
mult8_cgp14ep_ep32768_wc2922_wtmcla,31,11,162,64,92,10,12,15,397,2947,59,36,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 397]"
mult8_cgp14ep_ep32768_wc292_wtmcla,23,13,161,70,91,7,16,10,391,2921,55,26,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 391]"
mult8_cgp14ep_ep32768_wc2_2_wtmcla,17,9,198,69,118,4,10,6,431,2915,83,38,"[0, 0, 9, 2, 5, 0, 0, 0]","[490, 431]"
mult8_cgp14ep_ep32768_wc2_3_wtmcla,18,5,199,68,122,9,6,10,437,2882,84,40,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 437]"
mult8_cgp14ep_ep32768_wc2_4_wtmcla,11,15,201,67,119,8,7,3,431,2905,84,40,"[0, 0, 7, 4, 1, 0, 0, 0]","[490, 431]"
mult8_cgp14ep_ep32768_wc2_5_wtmcla,14,7,191,67,114,8,7,14,422,2879,85,38,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 422]"
mult8_cgp14ep_ep32768_wc2_wtmcla,15,11,192,70,116,3,11,8,426,2879,86,38,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 426]"
mult8_cgp14ep_ep32768_wc30560_wtmcla,36,13,163,62,92,9,18,13,406,2965,53,36,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 406]"
mult8_cgp14ep_ep32768_wc306_wtmcla,28,12,162,63,85,13,15,11,389,2947,57,24,"[0, 0, 5, 3, 4, 0, 0, 0]","[490, 389]"
mult8_cgp14ep_ep32768_wc3088_wtmcla,23,15,158,69,91,11,14,7,388,2926,52,28,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 388]"
mult8_cgp14ep_ep32768_wc31104_wtmcla,25,15,160,60,103,8,10,17,398,2948,52,34,"[0, 0, 9, 6, 1, 0, 0, 0]","[490, 398]"
mult8_cgp14ep_ep32768_wc3112_wtmcla,31,10,164,68,100,15,10,6,404,2960,64,34,"[0, 0, 8, 4, 1, 0, 0, 0]","[490, 404]"
mult8_cgp14ep_ep32768_wc3140_wtmcla,32,15,157,62,94,12,14,15,401,2959,56,36,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 401]"
mult8_cgp14ep_ep32768_wc31440_wtmcla,26,15,153,66,92,14,13,19,398,2937,53,34,"[0, 0, 2, 4, 0, 0, 0, 0]","[490, 398]"
mult8_cgp14ep_ep32768_wc3156_wtmcla,17,14,169,62,107,11,12,11,403,2937,62,42,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 403]"
mult8_cgp14ep_ep32768_wc3174_wtmcla,18,12,165,61,98,18,12,18,402,2942,55,30,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 402]"
mult8_cgp14ep_ep32768_wc31764_wtmcla,28,17,154,59,87,17,17,17,396,2943,48,28,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 396]"
mult8_cgp14ep_ep32768_wc31832_wtmcla,31,16,155,53,103,20,13,10,401,2975,54,38,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 401]"
mult8_cgp14ep_ep32768_wc320_wtmcla,14,10,179,64,111,10,5,15,408,2920,72,40,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 408]"
mult8_cgp14ep_ep32768_wc322_wtmcla,29,8,166,68,90,8,6,8,383,2909,57,32,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 383]"
mult8_cgp14ep_ep32768_wc326_wtmcla,25,6,166,66,93,8,7,10,381,2937,59,28,"[0, 0, 9, 6, 1, 0, 0, 0]","[490, 381]"
mult8_cgp14ep_ep32768_wc32896_wtmcla,24,13,153,63,92,20,17,11,393,2950,55,28,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 393]"
mult8_cgp14ep_ep32768_wc32_2_wtmcla,20,5,181,71,99,11,12,10,409,2884,71,32,"[0, 0, 10, 5, 1, 0, 0, 0]","[490, 409]"
mult8_cgp14ep_ep32768_wc32_wtmcla,22,11,176,63,101,10,16,9,408,2933,70,30,"[0, 0, 7, 4, 1, 0, 0, 0]","[490, 408]"
mult8_cgp14ep_ep32768_wc33152_wtmcla,31,12,169,67,106,11,10,11,417,2935,57,36,"[0, 0, 9, 6, 1, 0, 0, 0]","[490, 417]"
mult8_cgp14ep_ep32768_wc3362_wtmcla,27,19,165,68,96,8,8,8,399,2914,58,32,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 399]"
mult8_cgp14ep_ep32768_wc3370_wtmcla,21,11,159,61,101,15,14,9,391,2932,61,26,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 391]"
mult8_cgp14ep_ep32768_wc338_wtmcla,29,12,153,67,83,15,8,5,372,2913,55,26,"[0, 0, 4, 4, 5, 0, 0, 0]","[490, 372]"
mult8_cgp14ep_ep32768_wc3392_wtmcla,20,8,169,80,96,14,11,7,405,2939,56,34,"[0, 0, 8, 4, 1, 0, 0, 0]","[490, 405]"
mult8_cgp14ep_ep32768_wc3410_wtmcla,30,12,171,65,98,8,10,11,405,2946,59,36,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 405]"
mult8_cgp14ep_ep32768_wc34176_wtmcla,22,18,167,62,112,16,16,8,421,2945,66,40,"[0, 0, 3, 5, 2, 0, 0, 0]","[490, 421]"
mult8_cgp14ep_ep32768_wc34432_wtmcla,32,13,164,61,103,14,11,16,414,2944,64,36,"[0, 0, 11, 6, 1, 0, 0, 0]","[490, 414]"
mult8_cgp14ep_ep32768_wc346_wtmcla,31,15,164,66,96,9,6,9,396,2938,57,26,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 396]"
mult8_cgp14ep_ep32768_wc34_2_wtmcla,23,8,177,63,102,5,8,15,401,2915,72,36,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 401]"
mult8_cgp14ep_ep32768_wc34_3_wtmcla,17,10,183,67,102,11,8,7,405,2902,70,34,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 405]"
mult8_cgp14ep_ep32768_wc34_4_wtmcla,17,10,186,70,106,10,8,10,417,2915,75,32,"[0, 0, 6, 2, 1, 0, 0, 0]","[490, 417]"
mult8_cgp14ep_ep32768_wc34_wtmcla,24,5,175,65,107,8,7,11,402,2937,70,34,"[0, 0, 6, 4, 5, 0, 0, 0]","[490, 402]"
mult8_cgp14ep_ep32768_wc35072_wtmcla,25,13,161,57,107,13,10,14,400,2960,60,38,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 400]"
mult8_cgp14ep_ep32768_wc35328_wtmcla,30,13,161,64,99,12,19,14,412,2951,61,34,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 412]"
mult8_cgp14ep_ep32768_wc3546_wtmcla,27,7,172,61,97,8,13,8,393,2950,57,32,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 393]"
mult8_cgp14ep_ep32768_wc3550_wtmcla,24,9,171,66,95,14,8,13,400,2937,57,22,"[0, 0, 7, 4, 1, 0, 0, 0]","[490, 400]"
mult8_cgp14ep_ep32768_wc35520_wtmcla,25,14,169,71,99,9,14,10,411,2916,58,36,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 411]"
mult8_cgp14ep_ep32768_wc3584_wtmcla,21,13,167,62,100,12,10,10,395,2937,53,34,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 395]"
mult8_cgp14ep_ep32768_wc3610_wtmcla,23,14,164,72,94,14,4,10,395,2922,56,28,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 395]"
mult8_cgp14ep_ep32768_wc36380_wtmcla,24,19,159,64,93,16,11,9,395,2940,55,34,"[0, 0, 3, 5, 5, 0, 0, 0]","[490, 395]"
mult8_cgp14ep_ep32768_wc370_wtmcla,20,6,170,75,85,6,7,12,381,2955,53,24,"[0, 0, 6, 3, 1, 0, 0, 0]","[490, 381]"
mult8_cgp14ep_ep32768_wc3814_wtmcla,29,16,159,63,95,14,13,17,406,2954,56,34,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 406]"
mult8_cgp14ep_ep32768_wc384_wtmcla,24,17,165,64,83,13,9,11,386,2949,58,24,"[0, 0, 9, 4, 1, 0, 0, 0]","[490, 386]"
mult8_cgp14ep_ep32768_wc38528_wtmcla,28,12,163,59,97,16,9,18,402,2931,56,40,"[0, 0, 11, 7, 1, 0, 0, 0]","[490, 402]"
mult8_cgp14ep_ep32768_wc38656_wtmcla,26,9,163,61,100,14,17,11,401,2943,61,34,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 401]"
mult8_cgp14ep_ep32768_wc3872_wtmcla,28,18,164,69,84,9,14,9,395,2956,50,26,"[0, 0, 9, 4, 1, 0, 0, 0]","[490, 395]"
mult8_cgp14ep_ep32768_wc38_2_wtmcla,18,5,184,67,94,7,10,10,395,2922,66,34,"[0, 0, 12, 1, 5, 0, 0, 0]","[490, 395]"
mult8_cgp14ep_ep32768_wc38_wtmcla,22,13,169,68,101,14,9,10,406,2924,69,34,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 406]"
mult8_cgp14ep_ep32768_wc390_wtmcla,23,15,159,69,92,12,18,13,401,2949,63,28,"[0, 0, 9, 5, 0, 0, 0, 0]","[490, 401]"
mult8_cgp14ep_ep32768_wc39232_wtmcla,22,17,166,58,104,15,19,14,415,2937,59,34,"[0, 0, 9, 9, 1, 0, 0, 0]","[490, 415]"
mult8_cgp14ep_ep32768_wc394_2_wtmcla,28,10,165,73,89,6,13,10,394,2957,54,24,"[0, 0, 8, 4, 1, 0, 0, 0]","[490, 394]"
mult8_cgp14ep_ep32768_wc394_wtmcla,26,7,160,72,92,18,12,9,396,2932,58,28,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 396]"
mult8_cgp14ep_ep32768_wc3_2_wtmcla,24,5,195,66,116,10,11,5,432,2885,84,40,"[0, 0, 7, 4, 5, 0, 0, 0]","[490, 432]"
mult8_cgp14ep_ep32768_wc3_3_wtmcla,13,4,202,73,117,12,12,5,438,2889,85,40,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 438]"
mult8_cgp14ep_ep32768_wc3_4_wtmcla,15,8,204,65,123,6,9,10,440,2918,84,38,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 440]"
mult8_cgp14ep_ep32768_wc3_5_wtmcla,20,6,206,65,114,11,8,7,437,2885,84,38,"[0, 0, 7, 4, 1, 0, 0, 0]","[490, 437]"
mult8_cgp14ep_ep32768_wc3_wtmcla,13,9,201,68,113,12,6,8,430,2929,78,38,"[0, 0, 9, 1, 5, 0, 0, 0]","[490, 430]"
mult8_cgp14ep_ep32768_wc4080_wtmcla,26,16,161,71,91,12,7,16,400,2946,50,26,"[0, 0, 11, 7, 1, 0, 0, 0]","[490, 400]"
mult8_cgp14ep_ep32768_wc40_2_wtmcla,24,6,190,68,104,8,9,5,414,2902,73,36,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 414]"
mult8_cgp14ep_ep32768_wc40_3_wtmcla,22,8,183,68,116,10,9,10,426,2920,76,38,"[0, 0, 11, 6, 1, 0, 0, 0]","[490, 426]"
mult8_cgp14ep_ep32768_wc40_wtmcla,14,11,183,64,97,8,13,13,403,2931,70,30,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 403]"
mult8_cgp14ep_ep32768_wc410_wtmcla,30,5,165,62,87,10,10,17,386,2935,57,28,"[0, 0, 9, 4, 1, 0, 0, 0]","[490, 386]"
mult8_cgp14ep_ep32768_wc41520_wtmcla,24,19,165,64,101,11,12,19,415,2958,60,34,"[0, 0, 11, 8, 1, 0, 0, 0]","[490, 415]"
mult8_cgp14ep_ep32768_wc416_wtmcla,19,7,167,68,96,12,11,8,388,2925,60,28,"[0, 0, 7, 4, 1, 0, 0, 0]","[490, 388]"
mult8_cgp14ep_ep32768_wc428_wtmcla,13,9,165,67,90,18,14,9,385,2938,54,28,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 385]"
mult8_cgp14ep_ep32768_wc42_wtmcla,17,14,177,69,104,8,11,9,409,2910,69,34,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 409]"
mult8_cgp14ep_ep32768_wc430_wtmcla,25,9,165,71,90,11,8,12,391,2938,56,28,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 391]"
mult8_cgp14ep_ep32768_wc434_wtmcla,22,12,168,68,93,7,8,12,390,2956,58,28,"[0, 0, 7, 5, 1, 0, 0, 0]","[490, 390]"
mult8_cgp14ep_ep32768_wc4372_wtmcla,24,15,168,62,97,10,8,10,394,2937,59,34,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 394]"
mult8_cgp14ep_ep32768_wc43776_wtmcla,21,15,162,58,103,15,17,15,406,2936,53,34,"[0, 0, 11, 8, 1, 0, 0, 0]","[490, 406]"
mult8_cgp14ep_ep32768_wc4424_wtmcla,30,10,168,61,100,18,17,11,415,2925,64,38,"[0, 0, 11, 7, 1, 0, 0, 0]","[490, 415]"
mult8_cgp14ep_ep32768_wc4468_wtmcla,31,6,167,66,88,12,15,13,398,2961,56,22,"[0, 0, 1, 4, 3, 0, 0, 0]","[490, 398]"
mult8_cgp14ep_ep32768_wc4480_wtmcla,29,12,160,67,90,13,13,14,398,2909,57,24,"[0, 0, 10, 5, 1, 0, 0, 0]","[490, 398]"
mult8_cgp14ep_ep32768_wc4502_wtmcla,23,11,166,68,94,14,9,17,402,2950,58,34,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 402]"
mult8_cgp14ep_ep32768_wc45376_wtmcla,23,12,167,61,106,10,16,8,403,2943,63,34,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 403]"
mult8_cgp14ep_ep32768_wc454_wtmcla,27,5,172,66,94,7,12,10,393,2933,64,30,"[0, 0, 12, 1, 5, 0, 0, 0]","[490, 393]"
mult8_cgp14ep_ep32768_wc45934_wtmcla,34,14,158,62,99,7,17,14,405,2954,61,28,"[0, 0, 11, 8, 1, 0, 0, 0]","[490, 405]"
mult8_cgp14ep_ep32768_wc4608_wtmcla,19,12,171,63,102,10,8,11,396,2904,66,34,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 396]"
mult8_cgp14ep_ep32768_wc466_wtmcla,28,14,161,76,80,8,4,12,383,2937,51,26,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 383]"
mult8_cgp14ep_ep32768_wc472_wtmcla,23,11,162,72,86,12,15,12,393,2950,58,30,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 393]"
mult8_cgp14ep_ep32768_wc47424_wtmcla,32,12,169,62,103,10,9,20,417,2939,54,36,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 417]"
mult8_cgp14ep_ep32768_wc474_wtmcla,29,10,169,69,93,9,11,4,394,2922,58,32,"[0, 0, 7, 4, 1, 0, 0, 0]","[490, 394]"
mult8_cgp14ep_ep32768_wc482_2_wtmcla,22,12,171,70,87,9,10,11,392,2944,57,26,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 392]"
mult8_cgp14ep_ep32768_wc482_wtmcla,25,13,164,61,91,13,15,10,392,2934,56,32,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 392]"
mult8_cgp14ep_ep32768_wc4850_wtmcla,21,10,160,62,97,17,13,14,394,2947,60,28,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 394]"
mult8_cgp14ep_ep32768_wc488_wtmcla,21,16,166,65,95,16,7,8,394,2953,57,34,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 394]"
mult8_cgp14ep_ep32768_wc48_wtmcla,23,6,185,70,97,9,6,15,411,2935,67,32,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 411]"
mult8_cgp14ep_ep32768_wc490_wtmcla,25,11,173,66,92,15,12,8,402,2956,57,34,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 402]"
mult8_cgp14ep_ep32768_wc496_wtmcla,19,13,171,68,92,15,9,10,397,2925,59,26,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 397]"
mult8_cgp14ep_ep32768_wc4_2_wtmcla,13,10,195,67,108,7,5,14,419,2919,79,38,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 419]"
mult8_cgp14ep_ep32768_wc4_3_wtmcla,13,8,200,63,112,13,11,5,425,2892,83,36,"[0, 0, 7, 4, 1, 0, 0, 0]","[490, 425]"
mult8_cgp14ep_ep32768_wc4_4_wtmcla,23,9,197,65,114,6,11,8,433,2888,84,38,"[0, 0, 10, 2, 5, 0, 0, 0]","[490, 433]"
mult8_cgp14ep_ep32768_wc4_5_wtmcla,14,3,202,67,115,6,5,5,417,2899,82,38,"[0, 0, 8, 4, 1, 0, 0, 0]","[490, 417]"
mult8_cgp14ep_ep32768_wc4_wtmcla,15,12,187,65,110,12,11,9,421,2897,79,40,"[0, 0, 10, 5, 1, 0, 0, 0]","[490, 421]"
mult8_cgp14ep_ep32768_wc50_2_wtmcla,23,10,169,62,108,10,12,12,406,2929,70,34,"[0, 0, 8, 3, 5, 0, 0, 0]","[490, 406]"
mult8_cgp14ep_ep32768_wc50_3_wtmcla,20,4,183,64,102,14,10,7,404,2915,72,32,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 404]"
mult8_cgp14ep_ep32768_wc50_wtmcla,18,12,175,68,104,9,13,12,411,2935,70,32,"[0, 0, 9, 4, 1, 0, 0, 0]","[490, 411]"
mult8_cgp14ep_ep32768_wc5120_wtmcla,22,11,176,58,107,9,13,15,411,2926,59,38,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 411]"
mult8_cgp14ep_ep32768_wc5174_wtmcla,24,12,169,67,95,8,8,13,396,2951,59,30,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 396]"
mult8_cgp14ep_ep32768_wc5280_wtmcla,18,15,171,63,108,15,10,13,413,2936,61,40,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 413]"
mult8_cgp14ep_ep32768_wc52_wtmcla,21,11,182,73,100,3,7,7,404,2925,72,32,"[0, 0, 6, 3, 1, 0, 0, 0]","[490, 404]"
mult8_cgp14ep_ep32768_wc5350_wtmcla,24,8,167,69,99,5,14,14,400,2950,56,30,"[0, 0, 14, 0, 14, 0, 0, 0]","[490, 400]"
mult8_cgp14ep_ep32768_wc540_wtmcla,26,14,166,63,92,15,12,7,395,2961,54,30,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 395]"
mult8_cgp14ep_ep32768_wc54_2_wtmcla,27,5,177,72,96,11,6,11,405,2908,70,34,"[0, 0, 9, 4, 1, 0, 0, 0]","[490, 405]"
mult8_cgp14ep_ep32768_wc54_3_wtmcla,20,9,191,71,98,12,7,7,415,2913,70,36,"[0, 0, 7, 4, 1, 0, 0, 0]","[490, 415]"
mult8_cgp14ep_ep32768_wc54_wtmcla,25,7,179,69,96,7,8,10,401,2935,66,32,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 401]"
mult8_cgp14ep_ep32768_wc554_wtmcla,30,4,178,72,98,7,11,13,413,2919,65,28,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 413]"
mult8_cgp14ep_ep32768_wc5672_wtmcla,22,9,159,71,93,18,9,13,394,2953,54,28,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 394]"
mult8_cgp14ep_ep32768_wc56_wtmcla,27,9,177,59,116,5,13,7,413,2916,74,42,"[0, 0, 9, 6, 1, 0, 0, 0]","[490, 413]"
mult8_cgp14ep_ep32768_wc5848_wtmcla,29,14,161,67,91,10,14,10,396,2951,59,32,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 396]"
mult8_cgp14ep_ep32768_wc598_wtmcla,25,8,177,68,98,10,9,12,407,2915,67,32,"[0, 0, 10, 2, 5, 0, 0, 0]","[490, 407]"
mult8_cgp14ep_ep32768_wc5_2_wtmcla,17,8,189,72,108,6,3,8,411,2895,78,38,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 411]"
mult8_cgp14ep_ep32768_wc5_3_wtmcla,15,10,189,64,108,11,11,6,414,2899,78,36,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 414]"
mult8_cgp14ep_ep32768_wc5_4_wtmcla,15,6,196,76,107,9,6,6,421,2891,78,36,"[0, 0, 7, 2, 1, 0, 0, 0]","[490, 421]"
mult8_cgp14ep_ep32768_wc5_5_wtmcla,7,9,198,70,113,7,6,5,415,2904,80,38,"[0, 0, 5, 2, 1, 0, 0, 0]","[490, 415]"
mult8_cgp14ep_ep32768_wc5_wtmcla,18,7,186,64,114,8,8,11,416,2898,78,36,"[0, 0, 7, 3, 5, 0, 0, 0]","[490, 416]"
mult8_cgp14ep_ep32768_wc6000_wtmcla,23,9,167,61,97,16,20,18,411,2932,56,32,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 411]"
mult8_cgp14ep_ep32768_wc600_wtmcla,17,16,171,63,92,10,14,11,394,2933,58,26,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 394]"
mult8_cgp14ep_ep32768_wc6016_wtmcla,27,12,164,70,88,9,5,7,382,2953,54,28,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 382]"
mult8_cgp14ep_ep32768_wc614_wtmcla,26,7,175,65,92,12,12,12,401,2945,57,28,"[0, 0, 4, 4, 1, 0, 0, 0]","[490, 401]"
mult8_cgp14ep_ep32768_wc6208_wtmcla,26,10,165,73,85,12,12,11,394,2942,47,32,"[0, 0, 6, 3, 1, 0, 0, 0]","[490, 394]"
mult8_cgp14ep_ep32768_wc622_wtmcla,33,12,167,58,92,14,11,9,396,2943,57,26,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 396]"
mult8_cgp14ep_ep32768_wc6356_wtmcla,20,8,166,68,101,16,16,7,402,2942,64,32,"[0, 0, 5, 5, 1, 0, 0, 0]","[490, 402]"
mult8_cgp14ep_ep32768_wc64_2_wtmcla,17,9,190,69,111,4,10,6,416,2870,76,42,"[0, 0, 12, 6, 1, 0, 0, 0]","[490, 416]"
mult8_cgp14ep_ep32768_wc64_wtmcla,18,10,181,68,106,7,9,10,409,2903,73,38,"[0, 0, 10, 5, 1, 0, 0, 0]","[490, 409]"
mult8_cgp14ep_ep32768_wc6558_wtmcla,26,15,173,61,94,11,11,9,400,2924,64,36,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 400]"
mult8_cgp14ep_ep32768_wc66_2_wtmcla,19,18,171,72,96,7,11,6,400,2913,67,30,"[0, 0, 8, 3, 5, 0, 0, 0]","[490, 400]"
mult8_cgp14ep_ep32768_wc66_wtmcla,27,9,172,74,94,10,6,10,402,2930,64,26,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 402]"
mult8_cgp14ep_ep32768_wc67_wtmcla,24,11,176,73,100,5,11,6,406,2922,66,30,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 406]"
mult8_cgp14ep_ep32768_wc680_wtmcla,21,11,169,65,106,10,11,16,409,2960,62,36,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 409]"
mult8_cgp14ep_ep32768_wc682_wtmcla,26,14,166,68,88,9,12,13,396,2945,51,26,"[0, 0, 7, 4, 1, 0, 0, 0]","[490, 396]"
mult8_cgp14ep_ep32768_wc68_wtmcla,18,8,189,67,114,6,10,9,421,2901,72,38,"[0, 0, 10, 5, 1, 0, 0, 0]","[490, 421]"
mult8_cgp14ep_ep32768_wc6960_wtmcla,26,17,164,64,89,17,12,14,403,2936,53,30,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 403]"
mult8_cgp14ep_ep32768_wc6_2_wtmcla,17,8,186,68,116,5,6,12,418,2918,78,38,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 418]"
mult8_cgp14ep_ep32768_wc6_3_wtmcla,13,5,192,62,108,10,5,10,405,2922,78,36,"[0, 0, 10, 5, 1, 0, 0, 0]","[490, 405]"
mult8_cgp14ep_ep32768_wc6_4_wtmcla,21,6,193,64,111,7,6,8,416,2915,80,36,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 416]"
mult8_cgp14ep_ep32768_wc6_5_wtmcla,17,7,196,68,112,7,6,9,422,2901,81,40,"[0, 0, 8, 8, 1, 0, 0, 0]","[490, 422]"
mult8_cgp14ep_ep32768_wc6_wtmcla,24,10,186,65,111,6,10,8,420,2903,79,36,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 420]"
mult8_cgp14ep_ep32768_wc7040_wtmcla,26,10,172,64,95,12,14,9,402,2917,58,38,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 402]"
mult8_cgp14ep_ep32768_wc704_wtmcla,22,8,180,62,100,10,12,6,400,2907,62,34,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 400]"
mult8_cgp14ep_ep32768_wc7064_wtmcla,34,16,163,65,92,9,10,9,398,2952,55,26,"[0, 0, 9, 6, 1, 0, 0, 0]","[490, 398]"
mult8_cgp14ep_ep32768_wc7084_wtmcla,27,10,162,69,88,15,6,10,387,2915,54,18,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 387]"
mult8_cgp14ep_ep32768_wc7178_wtmcla,20,13,169,70,96,19,15,12,414,2941,57,38,"[0, 0, 0, 5, 4, 0, 0, 0]","[490, 414]"
mult8_cgp14ep_ep32768_wc7300_wtmcla,26,13,175,63,98,4,13,13,405,2934,59,38,"[0, 0, 3, 4, 1, 0, 0, 0]","[490, 405]"
mult8_cgp14ep_ep32768_wc736_wtmcla,26,11,165,66,88,13,7,12,388,2967,54,28,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 388]"
mult8_cgp14ep_ep32768_wc738_wtmcla,31,8,152,62,91,13,17,13,387,2944,52,30,"[0, 0, 9, 6, 1, 0, 0, 0]","[490, 387]"
mult8_cgp14ep_ep32768_wc754_wtmcla,26,11,163,66,83,11,10,16,386,2929,52,26,"[0, 0, 9, 4, 1, 0, 0, 0]","[490, 386]"
mult8_cgp14ep_ep32768_wc760_wtmcla,19,7,183,67,105,8,11,11,411,2932,66,38,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 411]"
mult8_cgp14ep_ep32768_wc762_wtmcla,24,10,165,65,92,6,9,11,382,2919,56,28,"[0, 0, 7, 4, 1, 0, 0, 0]","[490, 382]"
mult8_cgp14ep_ep32768_wc768_wtmcla,22,11,171,64,98,10,12,13,401,2926,64,26,"[0, 0, 10, 7, 1, 0, 0, 0]","[490, 401]"
mult8_cgp14ep_ep32768_wc778_wtmcla,28,11,173,69,90,11,10,10,402,2937,61,30,"[0, 0, 9, 2, 5, 0, 0, 0]","[490, 402]"
mult8_cgp14ep_ep32768_wc7872_wtmcla,25,18,169,63,101,9,10,7,402,2940,59,36,"[0, 0, 9, 4, 1, 0, 0, 0]","[490, 402]"
mult8_cgp14ep_ep32768_wc7_2_wtmcla,25,7,188,62,113,6,9,8,418,2913,78,36,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 418]"
mult8_cgp14ep_ep32768_wc7_3_wtmcla,12,10,189,72,109,4,15,8,419,2914,78,36,"[0, 0, 8, 1, 5, 0, 0, 0]","[490, 419]"
mult8_cgp14ep_ep32768_wc7_4_wtmcla,25,1,196,65,111,7,6,4,415,2922,78,40,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 415]"
